drug,gene_symbol,block_assignment,shared_modalities,tissue_modalities,tissue_blocks
THZ-2-102-1,CFI,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,CHEK2,shared,rppa_total,NA,NA
THZ-2-102-1,CHIA,shared,copy_number,NA,NA
THZ-2-102-1,CLU,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,CTTN,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,CUEDC1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,CYP19A1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,CYP4Z1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,DHRS2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,DPP6,shared,copy_number,NA,NA
THZ-2-102-1,EBI3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,ELOVL7,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,EMR1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,ESR1,shared,rppa_phospho,NA,NA
THZ-2-102-1,FHL2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,FHOD3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,FOXC1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,FUCA2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,G6PD,shared,rppa_total,NA,NA
THZ-2-102-1,GADD45B,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,HOMER2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,HOXC6,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,ID1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,IL13RA1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,IL18R1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,IL1R2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,ILF3-AS1,shared,copy_number,NA,NA
THZ-2-102-1,KEAP1,shared,copy_number,NA,NA
THZ-2-102-1,KRT7,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,LGALS3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,LOC285556,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,LOC653513,shared,copy_number,NA,NA
THZ-2-102-1,MAGEB1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,MAP3K8,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,MET,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,MSH2,shared,rppa_total,NA,NA
THZ-2-102-1,MUT,tissue,NA,expression,BONE;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE;KIDNEY;OESOPHAGUS
THZ-2-102-1,MYO1E,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,MYO3B,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,MYO6,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,MYOF,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,NDRG1,shared,rppa_phospho,NA,NA
THZ-2-102-1,NFIX,shared,copy_number,NA,NA
THZ-2-102-1,NRIP1,tissue,NA,copy_number,LUNG
THZ-2-102-1,OLFM2,shared,copy_number,NA,NA
THZ-2-102-1,OR4F4,shared,copy_number,NA,NA
THZ-2-102-1,PALMD,shared,copy_number,NA,NA
THZ-2-102-1,PERP,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,PFN2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,PHLDA2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,PLA2G16,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,PLS3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,PPIC,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,PRAMEF13,shared,copy_number,NA,NA
THZ-2-102-1,PRAMEF9,shared,copy_number,NA,NA
THZ-2-102-1,PRSS1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,PTGR1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,PTK2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,PTMS,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,REPS2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,RHPN2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,ROBO1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,RP11-165H20.1,shared,copy_number,NA,NA
THZ-2-102-1,RRAS2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,SDC4,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,SDSL,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,SIX1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,SNX7,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,SOX9,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,SPATA20,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,STK11,tissue,NA,copy_number,LUNG
THZ-2-102-1,SYBU,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,TGFBR3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,TJP1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,TMEM54,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,TOM1L1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,TSPAN16,shared,copy_number,NA,NA
THZ-2-102-1,TSPAN8,shared,expression,NA,NA
THZ-2-102-1,TTC39A,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,TUFT1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,WFDC10A,shared,copy_number,NA,NA
THZ-2-102-1,WWTR1,shared,rppa_total,NA,NA
THZ-2-102-1,ZC3H12C,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,ZNF554,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-102-1,ZNF652,shared,copy_number,NA,NA
THZ-2-49,AMOTL2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,ANKLE1,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,ANO1,tissue,NA,copy_number,OESOPHAGUS;UPPER_AERODIGESTIVE_TRACT
THZ-2-49,APBB1IP,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,ARHGAP4,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,ARHGAP9,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,ARHGDIB,tissue,NA,expression,AUTONOMIC_GANGLIA
THZ-2-49,ARHGEF6,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,ATL1,tissue,NA,copy_number,KIDNEY
THZ-2-49,ATP8B1,tissue,NA,expression,AUTONOMIC_GANGLIA
THZ-2-49,ATP9A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,BAIAP2L1,tissue,NA,expression,AUTONOMIC_GANGLIA
THZ-2-49,BCL2,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,BCL2L1,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,BZRAP1-AS1,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,CALM3,tissue,NA,copy_number,LUNG
THZ-2-49,CBFA2T3,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,CD53,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,CDH1,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,CHL1,tissue,NA,copy_number,LUNG
THZ-2-49,CLDN7,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE;LARGE_INTESTINE
THZ-2-49,CTNNB1,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE;LARGE_INTESTINE
THZ-2-49,CTTN,both,copy_number,copy_number;expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE;OESOPHAGUS;UPPER_AERODIGESTIVE_TRACT
THZ-2-49,CXCR4,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,CXORF21,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,DAAM1,shared,copy_number,NA,NA
THZ-2-49,DENND1C,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,DKK3,tissue,NA,expression,BONE
THZ-2-49,DOK3,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,DSP,tissue,NA,expression,AUTONOMIC_GANGLIA;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,EGFR,tissue,NA,copy_number;rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE;LUNG;OESOPHAGUS
THZ-2-49,EPCAM,tissue,NA,expression,AUTONOMIC_GANGLIA
THZ-2-49,EVI2A,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,FADD,tissue,NA,copy_number,OESOPHAGUS;UPPER_AERODIGESTIVE_TRACT
THZ-2-49,FAM78A,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,FAM86DP,tissue,NA,copy_number,LUNG
THZ-2-49,FBN3,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,FERMT3,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,FGF3,tissue,NA,copy_number,OESOPHAGUS;UPPER_AERODIGESTIVE_TRACT
THZ-2-49,FGF4,tissue,NA,copy_number,OESOPHAGUS
THZ-2-49,GYPC,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,IGFBP2,tissue,NA,rppa_total,LUNG
THZ-2-49,IKZF1,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,IL1RAPL2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,INPP5D,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,KLHL6,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,KMT2D,tissue,NA,mutation,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,LAIR1,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,LAMB1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,LOC100506776,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,LOC100507463,tissue,NA,expression,AUTONOMIC_GANGLIA
THZ-2-49,LOC100507500,tissue,NA,copy_number,LUNG
THZ-2-49,LPXN,tissue,NA,expression,AUTONOMIC_GANGLIA
THZ-2-49,LRRC33,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,LZTFL1,tissue,NA,copy_number,BONE
THZ-2-49,MANSC1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,MAP4K5,tissue,NA,copy_number,KIDNEY
THZ-2-49,MDGA2,shared,copy_number,NA,NA
THZ-2-49,MDK,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,MID1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,MIR1203,tissue,NA,copy_number,BREAST
THZ-2-49,MIR3664,tissue,NA,copy_number,LUNG;OESOPHAGUS;UPPER_AERODIGESTIVE_TRACT
THZ-2-49,MIR548K,both,copy_number,copy_number,OESOPHAGUS;UPPER_AERODIGESTIVE_TRACT
THZ-2-49,MYB,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,MYCNOS,tissue,NA,copy_number,AUTONOMIC_GANGLIA
THZ-2-49,NCKAP1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,NCKAP1L,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,OR7A17,tissue,NA,copy_number,BREAST
THZ-2-49,OR7A5,tissue,NA,copy_number,BREAST
THZ-2-49,OR7C1,tissue,NA,copy_number,BREAST
THZ-2-49,OR7C2,tissue,NA,copy_number,BREAST
THZ-2-49,P2RY8,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,PALLD,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,PERP,tissue,NA,expression,AUTONOMIC_GANGLIA
THZ-2-49,PIK3AP1,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,PIK3CG,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,PLCG2,tissue,NA,expression,AUTONOMIC_GANGLIA
THZ-2-49,PLS3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,POU2AF1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,PPFIA1,both,copy_number,copy_number,OESOPHAGUS;UPPER_AERODIGESTIVE_TRACT
THZ-2-49,PRKCB,tissue,NA,expression;rppa_phospho,LUNG;UPPER_AERODIGESTIVE_TRACT
THZ-2-49,PRSS1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,PRSS23,tissue,NA,expression,AUTONOMIC_GANGLIA
THZ-2-49,PTPN7,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,PTPRK,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,RAF1,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,RASGRP2,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,RASSF2,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,RB1,tissue,NA,rppa_phospho,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,RCSD1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,RHOH,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,RIN2,tissue,NA,expression,AUTONOMIC_GANGLIA;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,RND3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,RRN3P2,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,RTN1,shared,copy_number,NA,NA
THZ-2-49,SCML1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,SEPT6,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,SERTAD4,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,SH3BP4,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,SHANK2,tissue,NA,copy_number,OESOPHAGUS;UPPER_AERODIGESTIVE_TRACT
THZ-2-49,SHANK2-AS1,tissue,NA,copy_number,OESOPHAGUS;UPPER_AERODIGESTIVE_TRACT
THZ-2-49,SNX7,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,SRGN,tissue,NA,expression,LUNG;UPPER_AERODIGESTIVE_TRACT
THZ-2-49,TJP1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,TSPAN6,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,USP17L3,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
THZ-2-49,VSTM2A,tissue,NA,copy_number,LUNG
THZ-2-49,WIPF1,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,ZEB2,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
THZ-2-49,ZNF333,tissue,NA,copy_number,BREAST
THZ-2-49,_100505812_AT,tissue,NA,expression,AUTONOMIC_GANGLIA;UPPER_AERODIGESTIVE_TRACT
TL-1-85,ABCA1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,ADAM6,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,AKAP6,shared,copy_number,NA,NA
TL-1-85,AKT1,shared,rppa_phospho,NA,NA
TL-1-85,ARHGAP32,both,expression,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,ATM,shared,rppa_total,NA,NA
TL-1-85,C16ORF54,shared,expression,NA,NA
TL-1-85,CCDC85A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,CCL25,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,CD320,shared,copy_number,NA,NA
TL-1-85,CD52,shared,expression,NA,NA
TL-1-85,CORO2A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,CPXCR1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,DUSP22,shared,copy_number,NA,NA
TL-1-85,EIF4EBP1,both,rppa_total,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,FAM66D,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,FRMD6,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,G3BP1,shared,copy_number,NA,NA
TL-1-85,GMFG,shared,expression,NA,NA
TL-1-85,GOLGA6L9,shared,copy_number,NA,NA
TL-1-85,HSF2BP,shared,copy_number,NA,NA
TL-1-85,IGJ,shared,expression,NA,NA
TL-1-85,IGLL1,shared,expression,NA,NA
TL-1-85,IKZF1,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,ITCH,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,KCNQ2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,LAMB3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,LEF1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,LINC00648,shared,copy_number,NA,NA
TL-1-85,LOC100506023,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,LOC392196,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,MAPK14,both,rppa_phospho,rppa_phospho,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,MIR17,shared,copy_number,NA,NA
TL-1-85,MYO6,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,MYOF,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,NDRG3,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,NLRP1,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,NRXN1,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,PALLD,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,PFN2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,PLBD1,shared,expression,NA,NA
TL-1-85,PLEKHG1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,PSME4,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,PTPRK,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,RCSD1,shared,expression,NA,NA
TL-1-85,RND3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,RPS17L,shared,copy_number,NA,NA
TL-1-85,SAFB,shared,copy_number,NA,NA
TL-1-85,SHC1,both,rppa_phospho,rppa_phospho,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,SLC25A13,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,SLC2A8,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,STEAP1B,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,SULT2B1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,TMEM181,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,TRIM49B,shared,copy_number,NA,NA
TL-1-85,TRPC4AP,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,TUFT1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,USP17L1P,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,USP17L2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,USP17L7,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,WWC3,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,YAP1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-1-85,ZNF554,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,ABCA1,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,ABCA13,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,AIM1,tissue,NA,copy_number,LUNG
TL-2-105,ANO3,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,ATG5,tissue,NA,copy_number,LUNG
TL-2-105,ATP9A,shared,copy_number,NA,NA
TL-2-105,BEND3,tissue,NA,copy_number,LUNG
TL-2-105,C16ORF54,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,C2ORF73,tissue,NA,copy_number,LUNG
TL-2-105,C3ORF14,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,C6ORF203,tissue,NA,copy_number,LUNG
TL-2-105,CAV2,shared,expression,NA,NA
TL-2-105,CORO2A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,DEFA1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,EIF4E,shared,rppa_total,NA,NA
TL-2-105,EIF4EBP1,both,rppa_total,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,FAHD2A,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,FAM160B2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,FBXW4P1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,FBXW7,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,FHDC1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,G3BP1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,GIMAP6,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,GMFG,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,GPX8,shared,expression,NA,NA
TL-2-105,GYPA,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,IGLL1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,IKZF1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,KCNQ2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,LAMB3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,LGALS3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,LOC100130691,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,LOC100287010,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
TL-2-105,LOC100422737,tissue,NA,copy_number,LUNG
