drug,gene_symbol,block_assignment,shared_modalities,tissue_modalities,tissue_blocks
BX-912,SCRN1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX-912,SDC1,tissue,NA,expression,BONE
BX-912,SDC4,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX-912,SDSL,tissue,NA,expression,BONE
BX-912,SELENBP1,shared,expression,NA,NA
BX-912,SELM,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX-912,SERPINB6,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX-912,SH3D19,tissue,NA,expression,BONE
BX-912,SLC25A17,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX-912,SMAD1,shared,rppa_total,NA,NA
BX-912,SMAD2,shared,copy_number,NA,NA
BX-912,SMARCA4,shared,copy_number,NA,NA
BX-912,SNORD12B,shared,copy_number,NA,NA
BX-912,SOX30,both,copy_number,copy_number,LUNG
BX-912,SPEF2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX-912,SPINT4,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX-912,SPNS3,shared,expression,NA,NA
BX-912,SRC,shared,rppa_total,NA,NA
BX-912,STAT5A,both,rppa_total,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX-912,STAU1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX-912,STK11,tissue,NA,copy_number,LUNG
BX-912,STMN1,shared,rppa_total,NA,NA
BX-912,SUN5,shared,copy_number,NA,NA
BX-912,SYTL2,both,expression,expression,BONE
BX-912,TACC2,tissue,NA,expression,BONE
BX-912,TGFBR3,shared,expression,NA,NA
BX-912,TMEM51,both,expression,expression,BONE
BX-912,TMEM56,tissue,NA,expression,BONE
BX-912,TNFRSF21,tissue,NA,expression,BONE
BX-912,TNS3,tissue,NA,expression,BONE
BX-912,TP53BP1,both,rppa_total,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX-912,TPM1,tissue,NA,expression,BONE
BX-912,TPRG1,shared,copy_number,NA,NA
BX-912,TPRG1-AS2,shared,copy_number,NA,NA
BX-912,TRBC2,shared,expression,NA,NA
BX-912,TTC39A,shared,expression,NA,NA
BX-912,UGGT2,tissue,NA,expression,BONE
BX-912,UPP1,tissue,NA,expression,BONE
BX-912,USP17L2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX-912,VPREB1,shared,expression,NA,NA
BX-912,ZAP70,shared,expression,NA,NA
BX-912,ZDHHC11,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX-912,ZMYND8,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,ABCC6,shared,copy_number,NA,NA
BX796,ADAR,both,rppa_total,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,APCDD1L,shared,copy_number,NA,NA
BX796,ARFGEF2,shared,copy_number,NA,NA
BX796,BAX,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,CDH1,shared,rppa_total,NA,NA
BX796,CDKN1A,shared,rppa_total,NA,NA
BX796,CLDN7,shared,rppa_total,NA,NA
BX796,DEFB4B,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,DOCK4,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,EBI3,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,EIF4EBP1,both,rppa_total,rppa_phospho,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,ERBB3,shared,rppa_total,NA,NA
BX796,ESR1,tissue,NA,rppa_total,BREAST
BX796,FBN3,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,HERC2P4,shared,copy_number,NA,NA
BX796,ICAM1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,IKZF1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,IL21R,shared,copy_number,NA,NA
BX796,INPP4B,shared,rppa_total,NA,NA
BX796,INSR,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,KCNK12,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,KRT83,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,LOC100131094,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,LOC349196,shared,copy_number,NA,NA
BX796,MET,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,MIR298,shared,copy_number,NA,NA
BX796,MIR4322,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,MYLK4,shared,copy_number,NA,NA
BX796,"NAA38",tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,OR4N4,shared,copy_number,NA,NA
BX796,PTPN1,shared,copy_number,NA,NA
BX796,PTPRB,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,RAB22A,shared,copy_number,NA,NA
BX796,RAB25,shared,rppa_total,NA,NA
BX796,RAI14,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,SH3GL1,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,SLC25A17,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,SRL,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,STX16-NPEPL1,shared,copy_number,NA,NA
BX796,TIGAR,shared,rppa_total,NA,NA
BX796,TMIGD2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,TNXB,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,TYK2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,ZDHHC11,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,ZGLP1,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,ZNF664,shared,copy_number,NA,NA
BX796,ZNF705B,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,ZNF727,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
BX796,ZNF815P,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Belinostat,CAPN2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Belinostat,CCND1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Belinostat,CTTN,tissue,NA,copy_number,OESOPHAGUS
Belinostat,CYBB,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Belinostat,DHRS2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Belinostat,EBI3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Belinostat,FLJ41941,tissue,NA,copy_number,LUNG
Belinostat,FLJ46066,tissue,NA,copy_number,OESOPHAGUS
Belinostat,FUCA2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Belinostat,HYAL1,tissue,NA,copy_number,LUNG
Belinostat,IGLL1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Belinostat,IL12A,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Belinostat,KDM4B,tissue,NA,copy_number,BREAST
Belinostat,LANCL3,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Belinostat,LRP1B,tissue,NA,copy_number,LUNG
Belinostat,MANSC1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Belinostat,ME1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Belinostat,MUT,both,expression,expression,AUTONOMIC_GANGLIA;BREAST;HAEMATOPOIETIC_AND_LYMPHOID_TISSUE;LARGE_INTESTINE;LUNG;OESOPHAGUS;PANCREAS;SKIN
Belinostat,MYOF,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Belinostat,PAX7,both,copy_number,copy_number,OVARY
Belinostat,PEX26,tissue,NA,copy_number,LUNG
Belinostat,PHLDA2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Belinostat,PLA2G16,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Belinostat,POU2AF1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Belinostat,RAD51,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Belinostat,SDC4,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Belinostat,SERPINB6,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Belinostat,SFTA2,tissue,NA,expression,LUNG
Belinostat,SPEF2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Belinostat,STIM1,tissue,NA,copy_number,PANCREAS
Belinostat,SUMF1,tissue,NA,copy_number,KIDNEY
Belinostat,TCF4,tissue,NA,copy_number,LUNG
Belinostat,TEX13A,tissue,NA,copy_number,LUNG
Belinostat,TGM2,tissue,NA,rppa_total,PANCREAS
Belinostat,TMPRSS4,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Belinostat,TUBA8,tissue,NA,copy_number,LUNG
Belinostat,WWTR1,shared,rppa_total,NA,NA
Bexarotene,BAI3,shared,copy_number,NA,NA
Bexarotene,MAPK14,shared,rppa_phospho,NA,NA
Bicalutamide,ANGPTL6,shared,copy_number,NA,NA
Bicalutamide,ANXA1,shared,rppa_total,NA,NA
Bicalutamide,DEFB115,shared,copy_number,NA,NA
Bicalutamide,DEFB116,shared,copy_number,NA,NA
Bicalutamide,DEFB121,shared,copy_number,NA,NA
Bicalutamide,DEFB123,shared,copy_number,NA,NA
Bicalutamide,DRP2,shared,copy_number,NA,NA
Bicalutamide,KIR3DL1,shared,copy_number,NA,NA
Bicalutamide,LINC00028,shared,copy_number,NA,NA
Bicalutamide,LRRTM4,shared,copy_number,NA,NA
Bicalutamide,MIR642B,shared,copy_number,NA,NA
Bicalutamide,NBEAP1,shared,copy_number,NA,NA
Bicalutamide,NKIRAS1,shared,copy_number,NA,NA
Bicalutamide,NOS2,shared,copy_number,NA,NA
Bicalutamide,NUP62CL,shared,copy_number,NA,NA
Bicalutamide,PHF8,shared,copy_number,NA,NA
Bicalutamide,PSIMCT-1,shared,copy_number,NA,NA
Bicalutamide,RAF1,shared,rppa_total,NA,NA
Bicalutamide,RDH13,shared,copy_number,NA,NA
Bicalutamide,SERPINA7,shared,copy_number,NA,NA
Bicalutamide,SPIN1,shared,copy_number,NA,NA
Bicalutamide,UNC13A,shared,copy_number,NA,NA
Bicalutamide_repl_150,AKT3,both,copy_number,copy_number,LUNG
Bicalutamide_repl_150,AMOTL2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bicalutamide_repl_150,ATP8A1,tissue,NA,copy_number,UPPER_AERODIGESTIVE_TRACT
Bicalutamide_repl_150,AVPR1A,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,AXIN2,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,BACE2,tissue,NA,copy_number,UPPER_AERODIGESTIVE_TRACT
Bicalutamide_repl_150,C12ORF66,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,C21ORF128,tissue,NA,copy_number,UPPER_AERODIGESTIVE_TRACT
Bicalutamide_repl_150,C8ORF42,both,copy_number,copy_number,BONE
Bicalutamide_repl_150,C9ORF72,shared,copy_number,NA,NA
Bicalutamide_repl_150,CAAP1,shared,copy_number,NA,NA
Bicalutamide_repl_150,CAND1,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,CCND1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bicalutamide_repl_150,CNN3,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bicalutamide_repl_150,CPM,both,copy_number,copy_number,CENTRAL_NERVOUS_SYSTEM
Bicalutamide_repl_150,CTNNA1,both,rppa_total,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bicalutamide_repl_150,CTNNB1,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bicalutamide_repl_150,DCN,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,DNAH14,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,DNAJC6,both,copy_number,copy_number,UPPER_AERODIGESTIVE_TRACT
Bicalutamide_repl_150,DSCAM-AS1,tissue,NA,copy_number,UPPER_AERODIGESTIVE_TRACT
Bicalutamide_repl_150,DSCAM-IT1,tissue,NA,copy_number,UPPER_AERODIGESTIVE_TRACT
Bicalutamide_repl_150,DYRK2,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,EEPD1,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,EMID2,shared,copy_number,NA,NA
Bicalutamide_repl_150,ERBB2,shared,rppa_total,NA,NA
Bicalutamide_repl_150,ERBB3,shared,rppa_total,NA,NA
Bicalutamide_repl_150,ERICH1,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,FAM101A,tissue,NA,copy_number,BREAST
Bicalutamide_repl_150,FAM149A,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,FAM3B,tissue,NA,copy_number,UPPER_AERODIGESTIVE_TRACT
Bicalutamide_repl_150,FBXO18,tissue,NA,copy_number,UPPER_AERODIGESTIVE_TRACT
Bicalutamide_repl_150,FBXO25,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,FN1,shared,rppa_total,NA,NA
Bicalutamide_repl_150,FRK,both,copy_number,copy_number,LARGE_INTESTINE
Bicalutamide_repl_150,FYCO1,both,copy_number,copy_number,BREAST
Bicalutamide_repl_150,GNPDA1,tissue,NA,copy_number,LUNG
Bicalutamide_repl_150,GNS,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,HECW1,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,HIPK3,shared,copy_number,NA,NA
Bicalutamide_repl_150,IFT74,shared,copy_number,NA,NA
Bicalutamide_repl_150,INTS4L2,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,IRAK3,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,KDM2B,both,copy_number,copy_number,BONE
Bicalutamide_repl_150,KLHL1,tissue,NA,copy_number,LUNG
Bicalutamide_repl_150,KRTAP10-12,tissue,NA,copy_number,UPPER_AERODIGESTIVE_TRACT
Bicalutamide_repl_150,LCK,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bicalutamide_repl_150,LEMD3,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,LINC00290,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,LLPH,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,LOC100505658,tissue,NA,copy_number,LUNG
Bicalutamide_repl_150,LOC286083,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,LOC441242,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,LOC644649,both,copy_number,copy_number,BONE
Bicalutamide_repl_150,LOC728323,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,LRRC19,shared,copy_number,NA,NA
Bicalutamide_repl_150,LRRIQ1,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,MAP2K1,shared,rppa_total,NA,NA
Bicalutamide_repl_150,MDM2,both,copy_number,copy_number,CENTRAL_NERVOUS_SYSTEM
Bicalutamide_repl_150,MED13L,both,copy_number,copy_number,BREAST
Bicalutamide_repl_150,MIR3197,tissue,NA,copy_number,UPPER_AERODIGESTIVE_TRACT
Bicalutamide_repl_150,MIR4760,tissue,NA,copy_number,UPPER_AERODIGESTIVE_TRACT
Bicalutamide_repl_150,MIR5197,tissue,NA,copy_number,LUNG
Bicalutamide_repl_150,MIR620,both,copy_number,copy_number,BREAST
Bicalutamide_repl_150,MON2,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,MSRB3,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,MTR,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,MYF5,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,MYZAP,both,copy_number,copy_number,SKIN
Bicalutamide_repl_150,NCOR2,tissue,NA,copy_number,BREAST
Bicalutamide_repl_150,NDFIP1,tissue,NA,copy_number,LUNG
Bicalutamide_repl_150,ODZ1,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,PCDH1,tissue,NA,copy_number,LUNG
Bicalutamide_repl_150,PCDHGB8P,tissue,NA,copy_number,LUNG
Bicalutamide_repl_150,PDE1A,both,copy_number,copy_number,BONE
Bicalutamide_repl_150,PLAA,shared,copy_number,NA,NA
Bicalutamide_repl_150,PLD5,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,PLK2,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bicalutamide_repl_150,PTGR1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bicalutamide_repl_150,PTPRQ,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,RIPK4,tissue,NA,copy_number,UPPER_AERODIGESTIVE_TRACT
Bicalutamide_repl_150,RPS6KA2,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,SH3BP4,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bicalutamide_repl_150,SLC6A15,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,SORL1,both,copy_number,copy_number,BREAST
Bicalutamide_repl_150,SRGAP1,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,TBC1D30,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,TFF3,tissue,NA,copy_number,UPPER_AERODIGESTIVE_TRACT
Bicalutamide_repl_150,THEMIS,both,copy_number,copy_number,BONE
Bicalutamide_repl_150,TMEM5,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,TPI1P3,both,copy_number,copy_number,LARGE_INTESTINE
Bicalutamide_repl_150,TSPAN19,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,URGCP-MRPS24,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,USH2A,tissue,NA,copy_number,BONE
Bicalutamide_repl_150,WWTR1,shared,rppa_total,NA,NA
Bicalutamide_repl_150,ZNF295-AS1,tissue,NA,copy_number,UPPER_AERODIGESTIVE_TRACT
Bleomycin,DOCK1,shared,copy_number,NA,NA
Bleomycin,SMAD3,shared,rppa_total,NA,NA
Bleomycin (50 uM),ALDH1A1,tissue,NA,copy_number,PANCREAS
Bleomycin (50 uM),ANXA1,shared,rppa_total,NA,NA
Bleomycin (50 uM),ATP2A3,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),ATP8A1,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),AXL,tissue,NA,expression,SKIN
Bleomycin (50 uM),BCL2L11,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bleomycin (50 uM),BMP15,tissue,NA,copy_number,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),C2CD3,tissue,NA,copy_number,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),CAV1,shared,rppa_total,NA,NA
Bleomycin (50 uM),CCDC83,shared,copy_number,NA,NA
Bleomycin (50 uM),CDH1,shared,rppa_total,NA,NA
Bleomycin (50 uM),CDH13,tissue,NA,expression,SKIN
Bleomycin (50 uM),CDKN2B,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bleomycin (50 uM),CHN2,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),CLCN4,both,copy_number,copy_number,KIDNEY
Bleomycin (50 uM),CLDN3,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),CLDN7,shared,rppa_total,NA,NA
Bleomycin (50 uM),CLRN3,tissue,NA,expression,LARGE_INTESTINE
Bleomycin (50 uM),COL4A1,both,expression,expression,LUNG
Bleomycin (50 uM),COL5A2,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),COL6A3,tissue,NA,expression,CENTRAL_NERVOUS_SYSTEM
Bleomycin (50 uM),COMMD10,both,copy_number,copy_number,CENTRAL_NERVOUS_SYSTEM
Bleomycin (50 uM),CSMD3,tissue,NA,mutation,LUNG
Bleomycin (50 uM),CTGF,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE;LUNG
Bleomycin (50 uM),CXCL13,tissue,NA,copy_number,PANCREAS
Bleomycin (50 uM),DEPTOR,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),DFNA5,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bleomycin (50 uM),DHX33,shared,copy_number,NA,NA
Bleomycin (50 uM),EFNA5,shared,copy_number,NA,NA
Bleomycin (50 uM),ENPP4,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),ESR1,tissue,NA,rppa_total,BREAST
Bleomycin (50 uM),FAM101B,shared,copy_number,NA,NA
Bleomycin (50 uM),FLJ20518,tissue,NA,copy_number,PANCREAS
Bleomycin (50 uM),FOXF2,tissue,NA,expression,LUNG
Bleomycin (50 uM),FRMPD2P1,both,copy_number,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bleomycin (50 uM),FSTL1,tissue,NA,expression,LUNG
Bleomycin (50 uM),GATA3,tissue,NA,rppa_total,BREAST
Bleomycin (50 uM),GJA1,both,expression,expression,LUNG
Bleomycin (50 uM),GNG11,tissue,NA,expression,LUNG
Bleomycin (50 uM),GPR139,both,copy_number,copy_number,LUNG
Bleomycin (50 uM),HES6,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),HS3ST3A1,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),IGFBP7,tissue,NA,expression,LUNG
Bleomycin (50 uM),JUN,shared,rppa_phospho,NA,NA
Bleomycin (50 uM),KCNN2,tissue,NA,copy_number,LARGE_INTESTINE
Bleomycin (50 uM),KDR,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bleomycin (50 uM),LANCL3,tissue,NA,copy_number,BREAST
Bleomycin (50 uM),LGALS9B,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bleomycin (50 uM),MAP2K1,shared,rppa_total,NA,NA
Bleomycin (50 uM),MCF2L-AS1,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),MID1,both,copy_number,copy_number,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),MYB,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),NLGN4X,tissue,NA,copy_number,LUNG
Bleomycin (50 uM),NLRP1,shared,copy_number,NA,NA
Bleomycin (50 uM),NUDT10,tissue,NA,copy_number,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),NXN,tissue,NA,copy_number,LUNG
Bleomycin (50 uM),PIP5K1B,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),PLEKHB1,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),PRR15L,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),PTX3,tissue,NA,expression,LUNG
Bleomycin (50 uM),RB1,tissue,NA,mutation,LUNG
Bleomycin (50 uM),RXRG,tissue,NA,copy_number,BREAST
Bleomycin (50 uM),SCNN1B,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bleomycin (50 uM),SEC24B,tissue,NA,copy_number,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),SELENBP1,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),SEPP1,both,expression,expression,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),SLC40A1,both,expression,expression,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),SMAD1,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bleomycin (50 uM),SMAD3,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bleomycin (50 uM),SORL1,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bleomycin (50 uM),SRC,tissue,NA,rppa_phospho;rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bleomycin (50 uM),STMN1,tissue,NA,rppa_total,LUNG
Bleomycin (50 uM),SYK,shared,rppa_total,NA,NA
Bleomycin (50 uM),TESC,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),TFF3,shared,expression,NA,NA
Bleomycin (50 uM),TMEM45B,shared,expression,NA,NA
Bleomycin (50 uM),TP53,both,mutation,mutation,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE;LUNG;UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),TRIM64B,tissue,NA,copy_number,LUNG
Bleomycin (50 uM),TTN,tissue,NA,mutation,LUNG
Bleomycin (50 uM),UCP2,tissue,NA,expression,UPPER_AERODIGESTIVE_TRACT
Bleomycin (50 uM),VEGFC,tissue,NA,expression,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bleomycin (50 uM),WWTR1,shared,rppa_total,NA,NA
Bleomycin (50 uM),ZC3H18,shared,copy_number,NA,NA
Bortezomib,ABCB5,shared,copy_number,NA,NA
Bortezomib,BCL2L1,both,rppa_total,rppa_total,LUNG
Bortezomib,BTBD9,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bortezomib,C12ORF75,shared,copy_number,NA,NA
Bortezomib,CAV1,both,rppa_total,rppa_total,CENTRAL_NERVOUS_SYSTEM
Bortezomib,CCNE1,tissue,NA,rppa_total,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bortezomib,CDH1,tissue,NA,rppa_total,LUNG
Bortezomib,CDS2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bortezomib,CLCN5,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bortezomib,CLDN7,both,rppa_total,rppa_total,LUNG
Bortezomib,DACT2,tissue,NA,mutation,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bortezomib,DCHS1,tissue,NA,mutation,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bortezomib,EMP3,tissue,NA,expression,LUNG
Bortezomib,ERCC6L2,tissue,NA,copy_number,HAEMATOPOIETIC_AND_LYMPHOID_TISSUE
Bortezomib,FEM1A,shared,copy_number,NA,NA
