"feature_name","gene_symbol","feature_type"
"LRRC48_Expr","LRRC48_EXPR","expression"
"ABHD11_Expr","ABHD11_EXPR","expression"
"RAB33B_Expr","RAB33B_EXPR","expression"
"HIST1H2BH_Expr","HIST1H2BH_EXPR","expression"
"EMC6_Expr","EMC6_EXPR","expression"
"CDCA3_Expr","CDCA3_EXPR","expression"
"MXD3_Expr","MXD3_EXPR","expression"
"APH1B_Expr","APH1B_EXPR","expression"
"GLT8D2_Expr","GLT8D2_EXPR","expression"
"HIST1H2BI_Expr","HIST1H2BI_EXPR","expression"
"KATNAL2_Expr","KATNAL2_EXPR","expression"
"DOHH_Expr","DOHH_EXPR","expression"
"ARHGAP24_Expr","ARHGAP24_EXPR","expression"
"DDX59_Expr","DDX59_EXPR","expression"
"PUS3_Expr","PUS3_EXPR","expression"
"_83481_at_Expr","_83481_AT_EXPR","expression"
"SCRT1_Expr","SCRT1_EXPR","expression"
"PLVAP_Expr","PLVAP_EXPR","expression"
"HIST1H2BO_Expr","HIST1H2BO_EXPR","expression"
"HIST2H2BE_Expr","HIST2H2BE_EXPR","expression"
"CASP1_Expr","CASP1_EXPR","expression"
"HIST1H3A_Expr","HIST1H3A_EXPR","expression"
"HIST1H3D_Expr","HIST1H3D_EXPR","expression"
"HIST1H3C_Expr","HIST1H3C_EXPR","expression"
"TTC25_Expr","TTC25_EXPR","expression"
"CHST9_Expr","CHST9_EXPR","expression"
"NUF2_Expr","NUF2_EXPR","expression"
"FAM110A_Expr","FAM110A_EXPR","expression"
"AIF1L_Expr","AIF1L_EXPR","expression"
"DNAL1_Expr","DNAL1_EXPR","expression"
"RTBDN_Expr","RTBDN_EXPR","expression"
"RILP_Expr","RILP_EXPR","expression"
"COG3_Expr","COG3_EXPR","expression"
"UCK1_Expr","UCK1_EXPR","expression"
"HIST1H3I_Expr","HIST1H3I_EXPR","expression"
"GPR101_Expr","GPR101_EXPR","expression"
"TAAR8_Expr","TAAR8_EXPR","expression"
"HIST1H3G_Expr","HIST1H3G_EXPR","expression"
"HIST1H3B_Expr","HIST1H3B_EXPR","expression"
"TMUB1_Expr","TMUB1_EXPR","expression"
"THAP2_Expr","THAP2_EXPR","expression"
"AKR1E2_Expr","AKR1E2_EXPR","expression"
"RASSF5_Expr","RASSF5_EXPR","expression"
"NUDT12_Expr","NUDT12_EXPR","expression"
"SOX7_Expr","SOX7_EXPR","expression"
"BCL2L12_Expr","BCL2L12_EXPR","expression"
"RTP3_Expr","RTP3_EXPR","expression"
"HIST1H4A_Expr","HIST1H4A_EXPR","expression"
"CASP2_Expr","CASP2_EXPR","expression"
"TMEM47_Expr","TMEM47_EXPR","expression"
"CCM2_Expr","CCM2_EXPR","expression"
"C22orf13_Expr","C22ORF13_EXPR","expression"
"AMMECR1L_Expr","AMMECR1L_EXPR","expression"
"C18orf21_Expr","C18ORF21_EXPR","expression"
"HIST1H4D_Expr","HIST1H4D_EXPR","expression"
"HIST1H4F_Expr","HIST1H4F_EXPR","expression"
"C19orf12_Expr","C19ORF12_EXPR","expression"
"ZMIZ2_Expr","ZMIZ2_EXPR","expression"
"C11orf68_Expr","C11ORF68_EXPR","expression"
"TEX101_Expr","TEX101_EXPR","expression"
"FAM107B_Expr","FAM107B_EXPR","expression"
"SELO_Expr","SELO_EXPR","expression"
"CCDC3_Expr","CCDC3_EXPR","expression"
"FAM167A_Expr","FAM167A_EXPR","expression"
"HIST1H4C_Expr","HIST1H4C_EXPR","expression"
"LINC00208_Expr","LINC00208_EXPR","expression"
"C8orf12_Expr","C8ORF12_EXPR","expression"
"DYNLRB2_Expr","DYNLRB2_EXPR","expression"
"DYNLRB1_Expr","DYNLRB1_EXPR","expression"
"TEKT1_Expr","TEKT1_EXPR","expression"
"HIST1H4H_Expr","HIST1H4H_EXPR","expression"
"TLN2_Expr","TLN2_EXPR","expression"
"MS4A8B_Expr","MS4A8B_EXPR","expression"
"PARP9_Expr","PARP9_EXPR","expression"
"SESN2_Expr","SESN2_EXPR","expression"
"HIST1H4B_Expr","HIST1H4B_EXPR","expression"
"HIST1H4E_Expr","HIST1H4E_EXPR","expression"
"HIST1H4L_Expr","HIST1H4L_EXPR","expression"
"CRISPLD1_Expr","CRISPLD1_EXPR","expression"
"CD99L2_Expr","CD99L2_EXPR","expression"
"HSDL1_Expr","HSDL1_EXPR","expression"
"RPS6KL1_Expr","RPS6KL1_EXPR","expression"
"RHNO1_Expr","RHNO1_EXPR","expression"
"TRAPPC9_Expr","TRAPPC9_EXPR","expression"
"SLC4A9_Expr","SLC4A9_EXPR","expression"
"CALN1_Expr","CALN1_EXPR","expression"
"SH3BGRL2_Expr","SH3BGRL2_EXPR","expression"
"HIST1H4G_Expr","HIST1H4G_EXPR","expression"
"CASP3_Expr","CASP3_EXPR","expression"
"JAM3_Expr","JAM3_EXPR","expression"
"FERMT3_Expr","FERMT3_EXPR","expression"
"TRPT1_Expr","TRPT1_EXPR","expression"
"NRIP2_Expr","NRIP2_EXPR","expression"
"ESPN_Expr","ESPN_EXPR","expression"
"CRISPLD2_Expr","CRISPLD2_EXPR","expression"
"YPEL3_Expr","YPEL3_EXPR","expression"
"FAM57B_Expr","FAM57B_EXPR","expression"
"INHBE_Expr","INHBE_EXPR","expression"
"HYAL3_Expr","HYAL3_EXPR","expression"
"RIOK1_Expr","RIOK1_EXPR","expression"
"SLC25A18_Expr","SLC25A18_EXPR","expression"
"ATG10_Expr","ATG10_EXPR","expression"
"ITCH_Expr","ITCH_EXPR","expression"
"TFAP2D_Expr","TFAP2D_EXPR","expression"
"MARVELD1_Expr","MARVELD1_EXPR","expression"
"GRWD1_Expr","GRWD1_EXPR","expression"
"_83744_at_Expr","_83744_AT_EXPR","expression"
"L3MBTL2_Expr","L3MBTL2_EXPR","expression"
"LONP2_Expr","LONP2_EXPR","expression"
"KRTAP4-12_Expr","KRTAP4-12_EXPR","expression"
"RBP5_Expr","RBP5_EXPR","expression"
"RBM4B_Expr","RBM4B_EXPR","expression"
"FRMD8_Expr","FRMD8_EXPR","expression"
"ARMC10_Expr","ARMC10_EXPR","expression"
"KCNK16_Expr","KCNK16_EXPR","expression"
"MAD1L1_Expr","MAD1L1_EXPR","expression"
"CASP4_Expr","CASP4_EXPR","expression"
"NME5_Expr","NME5_EXPR","expression"
"OR1A1_Expr","OR1A1_EXPR","expression"
"USP26_Expr","USP26_EXPR","expression"
"SYT15_Expr","SYT15_EXPR","expression"
"ESYT3_Expr","ESYT3_EXPR","expression"
"SYT16_Expr","SYT16_EXPR","expression"
"SETDB2_Expr","SETDB2_EXPR","expression"
"ROPN1L_Expr","ROPN1L_EXPR","expression"
"ANGPTL6_Expr","ANGPTL6_EXPR","expression"
"KLF16_Expr","KLF16_EXPR","expression"
"FSD1L_Expr","FSD1L_EXPR","expression"
"TMTC1_Expr","TMTC1_EXPR","expression"
"ATAD3B_Expr","ATAD3B_EXPR","expression"
"TAF3_Expr","TAF3_EXPR","expression"
"RSPH3_Expr","RSPH3_EXPR","expression"
"TMEM120A_Expr","TMEM120A_EXPR","expression"
"TTTY5_Expr","TTTY5_EXPR","expression"
"TTTY11_Expr","TTTY11_EXPR","expression"
"TTTY12_Expr","TTTY12_EXPR","expression"
"TTTY14_Expr","TTTY14_EXPR","expression"
"RAB34_Expr","RAB34_EXPR","expression"
"HMCN1_Expr","HMCN1_EXPR","expression"
"GPR61_Expr","GPR61_EXPR","expression"
"TBC1D10A_Expr","TBC1D10A_EXPR","expression"
"BCO2_Expr","BCO2_EXPR","expression"
"MRO_Expr","MRO_EXPR","expression"
"TM2D2_Expr","TM2D2_EXPR","expression"
"USHBP1_Expr","USHBP1_EXPR","expression"
"CDCA7_Expr","CDCA7_EXPR","expression"
"MIXL1_Expr","MIXL1_EXPR","expression"
"TSPAN10_Expr","TSPAN10_EXPR","expression"
"SLC25A2_Expr","SLC25A2_EXPR","expression"
"PRSS27_Expr","PRSS27_EXPR","expression"
"TTLL2_Expr","TTLL2_EXPR","expression"
"FGFBP2_Expr","FGFBP2_EXPR","expression"
"WDR87_Expr","WDR87_EXPR","expression"
"SPATA9_Expr","SPATA9_EXPR","expression"
"SNX25_Expr","SNX25_EXPR","expression"
"KCTD10_Expr","KCTD10_EXPR","expression"
"SPATA16_Expr","SPATA16_EXPR","expression"
"TTC29_Expr","TTC29_EXPR","expression"
"KRTAP1-5_Expr","KRTAP1-5_EXPR","expression"
"KRTAP3-1_Expr","KRTAP3-1_EXPR","expression"
"KRTAP3-2_Expr","KRTAP3-2_EXPR","expression"
"CASP5_Expr","CASP5_EXPR","expression"
"KRTAP9-3_Expr","KRTAP9-3_EXPR","expression"
"KRTAP17-1_Expr","KRTAP17-1_EXPR","expression"
"GSG2_Expr","GSG2_EXPR","expression"
"OR1G1_Expr","OR1G1_EXPR","expression"
"OR3A3_Expr","OR3A3_EXPR","expression"
"STARD3NL_Expr","STARD3NL_EXPR","expression"
"STK40_Expr","STK40_EXPR","expression"
"SPRTN_Expr","SPRTN_EXPR","expression"
"HDAC10_Expr","HDAC10_EXPR","expression"
"TMEM133_Expr","TMEM133_EXPR","expression"
"RASSF4_Expr","RASSF4_EXPR","expression"
"C10orf11_Expr","C10ORF11_EXPR","expression"
"EIF2A_Expr","EIF2A_EXPR","expression"
"TM2D1_Expr","TM2D1_EXPR","expression"
"TSSK1B_Expr","TSSK1B_EXPR","expression"
"IMMP2L_Expr","IMMP2L_EXPR","expression"
"PIP5K1A_Expr","PIP5K1A_EXPR","expression"
"FCAMR_Expr","FCAMR_EXPR","expression"
"NACAP1_Expr","NACAP1_EXPR","expression"
"RACGAP1P_Expr","RACGAP1P_EXPR","expression"
"FRMD8P1_Expr","FRMD8P1_EXPR","expression"
"SLC4A11_Expr","SLC4A11_EXPR","expression"
"PIP5K1B_Expr","PIP5K1B_EXPR","expression"
"PIP4K2B_Expr","PIP4K2B_EXPR","expression"
"IFI27L2_Expr","IFI27L2_EXPR","expression"
"TSSK6_Expr","TSSK6_EXPR","expression"
"SPNS1_Expr","SPNS1_EXPR","expression"
"ITFG3_Expr","ITFG3_EXPR","expression"
"CCDC8_Expr","CCDC8_EXPR","expression"
"NCALD_Expr","NCALD_EXPR","expression"
"FAM172A_Expr","FAM172A_EXPR","expression"
"PLA2G6_Expr","PLA2G6_EXPR","expression"
"BRIP1_Expr","BRIP1_EXPR","expression"
"CTTNBP2_Expr","CTTNBP2_EXPR","expression"
"REG4_Expr","REG4_EXPR","expression"
"KREMEN1_Expr","KREMEN1_EXPR","expression"
"PLA2G10_Expr","PLA2G10_EXPR","expression"
"CASP6_Expr","CASP6_EXPR","expression"
"TMPRSS13_Expr","TMPRSS13_EXPR","expression"
"B3GNT5_Expr","B3GNT5_EXPR","expression"
"SLC25A11_Expr","SLC25A11_EXPR","expression"
"OBSCN_Expr","OBSCN_EXPR","expression"
"EMILIN2_Expr","EMILIN2_EXPR","expression"
"SOX14_Expr","SOX14_EXPR","expression"
"SPARCL1_Expr","SPARCL1_EXPR","expression"
"KATNAL1_Expr","KATNAL1_EXPR","expression"
"MND1_Expr","MND1_EXPR","expression"
"WDR54_Expr","WDR54_EXPR","expression"
"GPR98_Expr","GPR98_EXPR","expression"
"SPOP_Expr","SPOP_EXPR","expression"
"RBM48_Expr","RBM48_EXPR","expression"
"MAGT1_Expr","MAGT1_EXPR","expression"
"DTNBP1_Expr","DTNBP1_EXPR","expression"
"KIRREL2_Expr","KIRREL2_EXPR","expression"
"HDHD2_Expr","HDHD2_EXPR","expression"
"TMEM222_Expr","TMEM222_EXPR","expression"
"TEX35_Expr","TEX35_EXPR","expression"
"FAM160A2_Expr","FAM160A2_EXPR","expression"
"SLC10A7_Expr","SLC10A7_EXPR","expression"
"PLEKHN1_Expr","PLEKHN1_EXPR","expression"
"SRPX_Expr","SRPX_EXPR","expression"
"FAM186B_Expr","FAM186B_EXPR","expression"
"ARMC2_Expr","ARMC2_EXPR","expression"
"HORMAD1_Expr","HORMAD1_EXPR","expression"
"MYCBPAP_Expr","MYCBPAP_EXPR","expression"
"QRICH2_Expr","QRICH2_EXPR","expression"
"FSCB_Expr","FSCB_EXPR","expression"
"TKTL2_Expr","TKTL2_EXPR","expression"
"C3orf20_Expr","C3ORF20_EXPR","expression"
"KBTBD7_Expr","KBTBD7_EXPR","expression"
"ANKRD27_Expr","ANKRD27_EXPR","expression"
"TAGLN2_Expr","TAGLN2_EXPR","expression"
"C16orf48_Expr","C16ORF48_EXPR","expression"
"NSRP1_Expr","NSRP1_EXPR","expression"
"ZRANB3_Expr","ZRANB3_EXPR","expression"
"FBXO30_Expr","FBXO30_EXPR","expression"
"ULK1_Expr","ULK1_EXPR","expression"
"UXT_Expr","UXT_EXPR","expression"
"CASP7_Expr","CASP7_EXPR","expression"
"ARL6_Expr","ARL6_EXPR","expression"
"USP44_Expr","USP44_EXPR","expression"
"SLC41A2_Expr","SLC41A2_EXPR","expression"
"C4orf17_Expr","C4ORF17_EXPR","expression"
"PCBD2_Expr","PCBD2_EXPR","expression"
"PRAM1_Expr","PRAM1_EXPR","expression"
"ZIC4_Expr","ZIC4_EXPR","expression"
"QRFPR_Expr","QRFPR_EXPR","expression"
"EEA1_Expr","EEA1_EXPR","expression"
"ZNF394_Expr","ZNF394_EXPR","expression"
"ATRIP_Expr","ATRIP_EXPR","expression"
"WDR75_Expr","WDR75_EXPR","expression"
"BCAR3_Expr","BCAR3_EXPR","expression"
"CEP78_Expr","CEP78_EXPR","expression"
"USP42_Expr","USP42_EXPR","expression"
"ZNRF3_Expr","ZNRF3_EXPR","expression"
"TOMM40L_Expr","TOMM40L_EXPR","expression"
"UTP15_Expr","UTP15_EXPR","expression"
"SLC7A6OS_Expr","SLC7A6OS_EXPR","expression"
"FAM161A_Expr","FAM161A_EXPR","expression"
"FAM176A_Expr","FAM176A_EXPR","expression"
"FAM175A_Expr","FAM175A_EXPR","expression"
"ZNF644_Expr","ZNF644_EXPR","expression"
"KAT8_Expr","KAT8_EXPR","expression"
"PPP1R1B_Expr","PPP1R1B_EXPR","expression"
"RNASEH2C_Expr","RNASEH2C_EXPR","expression"
"RPF2_Expr","RPF2_EXPR","expression"
"ARID5B_Expr","ARID5B_EXPR","expression"
"KIAA1109_Expr","KIAA1109_EXPR","expression"
"ASCC2_Expr","ASCC2_EXPR","expression"
"NLRC5_Expr","NLRC5_EXPR","expression"
"C19orf44_Expr","C19ORF44_EXPR","expression"
"ANTXR1_Expr","ANTXR1_EXPR","expression"
"ANXA9_Expr","ANXA9_EXPR","expression"
"LOXL4_Expr","LOXL4_EXPR","expression"
"POLR1B_Expr","POLR1B_EXPR","expression"
"ELMOD3_Expr","ELMOD3_EXPR","expression"
"SLA2_Expr","SLA2_EXPR","expression"
"MYH16_Expr","MYH16_EXPR","expression"
"MFSD7_Expr","MFSD7_EXPR","expression"
"STX7_Expr","STX7_EXPR","expression"
"CHD6_Expr","CHD6_EXPR","expression"
"ZCCHC7_Expr","ZCCHC7_EXPR","expression"
"TMEM164_Expr","TMEM164_EXPR","expression"
"FAR1_Expr","FAR1_EXPR","expression"
"SLITRK6_Expr","SLITRK6_EXPR","expression"
"CMAHP_Expr","CMAHP_EXPR","expression"
"METTL25_Expr","METTL25_EXPR","expression"
"FAM96A_Expr","FAM96A_EXPR","expression"
"SETD3_Expr","SETD3_EXPR","expression"
"USP48_Expr","USP48_EXPR","expression"
"SGK196_Expr","SGK196_EXPR","expression"
"BFSP2_Expr","BFSP2_EXPR","expression"
"CASP8_Expr","CASP8_EXPR","expression"
"TXNDC2_Expr","TXNDC2_EXPR","expression"
"MEX3B_Expr","MEX3B_EXPR","expression"
"SNHG3_Expr","SNHG3_EXPR","expression"
"ZNF541_Expr","ZNF541_EXPR","expression"
"TMEM117_Expr","TMEM117_EXPR","expression"
"ZMYND12_Expr","ZMYND12_EXPR","expression"
"WDR24_Expr","WDR24_EXPR","expression"
"C21orf56_Expr","C21ORF56_EXPR","expression"
"IQCG_Expr","IQCG_EXPR","expression"
"NBPF3_Expr","NBPF3_EXPR","expression"
"ZMYND15_Expr","ZMYND15_EXPR","expression"
"C2orf16_Expr","C2ORF16_EXPR","expression"
"CCDC135_Expr","CCDC135_EXPR","expression"
"LRRC8C_Expr","LRRC8C_EXPR","expression"
"TRAF7_Expr","TRAF7_EXPR","expression"
"MAF1_Expr","MAF1_EXPR","expression"
"TMEM126A_Expr","TMEM126A_EXPR","expression"
"RHBDD1_Expr","RHBDD1_EXPR","expression"
"ATP13A4_Expr","ATP13A4_EXPR","expression"
"ZCCHC9_Expr","ZCCHC9_EXPR","expression"
"ZDHHC18_Expr","ZDHHC18_EXPR","expression"
"MRI1_Expr","MRI1_EXPR","expression"
"MED10_Expr","MED10_EXPR","expression"
"LDOC1L_Expr","LDOC1L_EXPR","expression"
"FYTTD1_Expr","FYTTD1_EXPR","expression"
"PSD2_Expr","PSD2_EXPR","expression"
"BBOX1_Expr","BBOX1_EXPR","expression"
"ANKRD32_Expr","ANKRD32_EXPR","expression"
"SGIP1_Expr","SGIP1_EXPR","expression"
"GARNL3_Expr","GARNL3_EXPR","expression"
"CAMKK1_Expr","CAMKK1_EXPR","expression"
"SLC37A3_Expr","SLC37A3_EXPR","expression"
"FLYWCH1_Expr","FLYWCH1_EXPR","expression"
"DCUN1D5_Expr","DCUN1D5_EXPR","expression"
"LTBP4_Expr","LTBP4_EXPR","expression"
"TCHP_Expr","TCHP_EXPR","expression"
"FBXW9_Expr","FBXW9_EXPR","expression"
"PSMG3_Expr","PSMG3_EXPR","expression"
"HSDL2_Expr","HSDL2_EXPR","expression"
"HAGHL_Expr","HAGHL_EXPR","expression"
"POLR3GL_Expr","POLR3GL_EXPR","expression"
"ALKBH7_Expr","ALKBH7_EXPR","expression"
"C9orf64_Expr","C9ORF64_EXPR","expression"
"RPAIN_Expr","RPAIN_EXPR","expression"
"CHCHD5_Expr","CHCHD5_EXPR","expression"
"C9orf89_Expr","C9ORF89_EXPR","expression"
"POLDIP3_Expr","POLDIP3_EXPR","expression"
"YIPF4_Expr","YIPF4_EXPR","expression"
"NOA1_Expr","NOA1_EXPR","expression"
"COQ5_Expr","COQ5_EXPR","expression"
"SLC25A33_Expr","SLC25A33_EXPR","expression"
"NICN1_Expr","NICN1_EXPR","expression"
"DNAJC30_Expr","DNAJC30_EXPR","expression"
"PRADC1_Expr","PRADC1_EXPR","expression"
"ZNF282_Expr","ZNF282_EXPR","expression"
"BTBD10_Expr","BTBD10_EXPR","expression"
"C2orf88_Expr","C2ORF88_EXPR","expression"
"RNF135_Expr","RNF135_EXPR","expression"
"TMEM79_Expr","TMEM79_EXPR","expression"
"NTPCR_Expr","NTPCR_EXPR","expression"
"EIF1AD_Expr","EIF1AD_EXPR","expression"
"TMEM175_Expr","TMEM175_EXPR","expression"
"ZDHHC16_Expr","ZDHHC16_EXPR","expression"
"EFCAB2_Expr","EFCAB2_EXPR","expression"
"ING5_Expr","ING5_EXPR","expression"
"STK24_Expr","STK24_EXPR","expression"
"CAPNS2_Expr","CAPNS2_EXPR","expression"
"WDR83_Expr","WDR83_EXPR","expression"
"FAM213A_Expr","FAM213A_EXPR","expression"
"UTP23_Expr","UTP23_EXPR","expression"
"PHF6_Expr","PHF6_EXPR","expression"
"GINS4_Expr","GINS4_EXPR","expression"
"LLPH_Expr","LLPH_EXPR","expression"
"MIEN1_Expr","MIEN1_EXPR","expression"
"CASP9_Expr","CASP9_EXPR","expression"
"MNF1_Expr","MNF1_EXPR","expression"
"TMEM246_Expr","TMEM246_EXPR","expression"
"CHCHD6_Expr","CHCHD6_EXPR","expression"
"NUDT22_Expr","NUDT22_EXPR","expression"
"WIBG_Expr","WIBG_EXPR","expression"
"PDCD2L_Expr","PDCD2L_EXPR","expression"
"ZNF397_Expr","ZNF397_EXPR","expression"
"NUDT16L1_Expr","NUDT16L1_EXPR","expression"
"C7orf50_Expr","C7ORF50_EXPR","expression"
"MRPL45_Expr","MRPL45_EXPR","expression"
"BRMS1L_Expr","BRMS1L_EXPR","expression"
"VPS25_Expr","VPS25_EXPR","expression"
"TMEM107_Expr","TMEM107_EXPR","expression"
"MON1A_Expr","MON1A_EXPR","expression"
"LSMD1_Expr","LSMD1_EXPR","expression"
"CCDC115_Expr","CCDC115_EXPR","expression"
"CCDC77_Expr","CCDC77_EXPR","expression"
"C3orf26_Expr","C3ORF26_EXPR","expression"
"NR0B2_Expr","NR0B2_EXPR","expression"
"ACBD6_Expr","ACBD6_EXPR","expression"
"C18orf12_Expr","C18ORF12_EXPR","expression"
"SARNP_Expr","SARNP_EXPR","expression"
"C16orf13_Expr","C16ORF13_EXPR","expression"
"ZBED3_Expr","ZBED3_EXPR","expression"
"LZIC_Expr","LZIC_EXPR","expression"
"HVCN1_Expr","HVCN1_EXPR","expression"
"ZNF414_Expr","ZNF414_EXPR","expression"
"FAM195A_Expr","FAM195A_EXPR","expression"
"DYDC2_Expr","DYDC2_EXPR","expression"
"PCGF5_Expr","PCGF5_EXPR","expression"
"APOPT1_Expr","APOPT1_EXPR","expression"
"AKT1S1_Expr","AKT1S1_EXPR","expression"
"TMEM101_Expr","TMEM101_EXPR","expression"
"ELOF1_Expr","ELOF1_EXPR","expression"
"UTF1_Expr","UTF1_EXPR","expression"
"GFM2_Expr","GFM2_EXPR","expression"
"HPS3_Expr","HPS3_EXPR","expression"
"RECK_Expr","RECK_EXPR","expression"
"SOAT2_Expr","SOAT2_EXPR","expression"
"ARFGAP2_Expr","ARFGAP2_EXPR","expression"
"MKI67IP_Expr","MKI67IP_EXPR","expression"
"PRAC_Expr","PRAC_EXPR","expression"
"SDPR_Expr","SDPR_EXPR","expression"
"HOOK3_Expr","HOOK3_EXPR","expression"
"RASAL1_Expr","RASAL1_EXPR","expression"
"RAD54L_Expr","RAD54L_EXPR","expression"
"NSMAF_Expr","NSMAF_EXPR","expression"
"CASP10_Expr","CASP10_EXPR","expression"
"NCK2_Expr","NCK2_EXPR","expression"
"C2orf40_Expr","C2ORF40_EXPR","expression"
"CYSTM1_Expr","CYSTM1_EXPR","expression"
"C15orf48_Expr","C15ORF48_EXPR","expression"
"PROK1_Expr","PROK1_EXPR","expression"
"CARD11_Expr","CARD11_EXPR","expression"
"GPR123_Expr","GPR123_EXPR","expression"
"ZNF528_Expr","ZNF528_EXPR","expression"
"MSANTD4_Expr","MSANTD4_EXPR","expression"
"GNPAT_Expr","GNPAT_EXPR","expression"
"RAB11FIP4_Expr","RAB11FIP4_EXPR","expression"
"MAML2_Expr","MAML2_EXPR","expression"
"FRMPD3_Expr","FRMPD3_EXPR","expression"
"DOT1L_Expr","DOT1L_EXPR","expression"
"LZTS2_Expr","LZTS2_EXPR","expression"
"BRSK1_Expr","BRSK1_EXPR","expression"
"SYVN1_Expr","SYVN1_EXPR","expression"
"ABLIM2_Expr","ABLIM2_EXPR","expression"
"ZNF333_Expr","ZNF333_EXPR","expression"
"DYRK3_Expr","DYRK3_EXPR","expression"
"ZNF512_Expr","ZNF512_EXPR","expression"
"KIAA1804_Expr","KIAA1804_EXPR","expression"
"EFCAB7_Expr","EFCAB7_EXPR","expression"
"L3MBTL3_Expr","L3MBTL3_EXPR","expression"
"PHYHIPL_Expr","PHYHIPL_EXPR","expression"
"LCOR_Expr","LCOR_EXPR","expression"
"DYRK2_Expr","DYRK2_EXPR","expression"
"ZMAT1_Expr","ZMAT1_EXPR","expression"
"NEURL4_Expr","NEURL4_EXPR","expression"
"SLX4_Expr","SLX4_EXPR","expression"
"MEGF11_Expr","MEGF11_EXPR","expression"
"MEGF10_Expr","MEGF10_EXPR","expression"
"FBN3_Expr","FBN3_EXPR","expression"
"DUSP11_Expr","DUSP11_EXPR","expression"
"DOC2A_Expr","DOC2A_EXPR","expression"
"FAM120B_Expr","FAM120B_EXPR","expression"
"DHX16_Expr","DHX16_EXPR","expression"
"CASQ1_Expr","CASQ1_EXPR","expression"
"SPIRE2_Expr","SPIRE2_EXPR","expression"
"JPH4_Expr","JPH4_EXPR","expression"
"ZNF527_Expr","ZNF527_EXPR","expression"
"CUL4B_Expr","CUL4B_EXPR","expression"
"PPAPDC1B_Expr","PPAPDC1B_EXPR","expression"
"GHDC_Expr","GHDC_EXPR","expression"
"MCM8_Expr","MCM8_EXPR","expression"
"DCTN5_Expr","DCTN5_EXPR","expression"
"ACTRT3_Expr","ACTRT3_EXPR","expression"
"CNFN_Expr","CNFN_EXPR","expression"
"ACRBP_Expr","ACRBP_EXPR","expression"
"CUL4A_Expr","CUL4A_EXPR","expression"
"C14orf142_Expr","C14ORF142_EXPR","expression"
"JAGN1_Expr","JAGN1_EXPR","expression"
"ZC3H8_Expr","ZC3H8_EXPR","expression"
"HOPX_Expr","HOPX_EXPR","expression"
"ZNF559_Expr","ZNF559_EXPR","expression"
"C15orf41_Expr","C15ORF41_EXPR","expression"
"CUL3_Expr","CUL3_EXPR","expression"
"SRRM4_Expr","SRRM4_EXPR","expression"
"ACSS1_Expr","ACSS1_EXPR","expression"
"C21orf67_Expr","C21ORF67_EXPR","expression"
"MCHR2_Expr","MCHR2_EXPR","expression"
"CUL2_Expr","CUL2_EXPR","expression"
"KBTBD8_Expr","KBTBD8_EXPR","expression"
"KIAA1841_Expr","KIAA1841_EXPR","expression"
"MRPL43_Expr","MRPL43_EXPR","expression"
"PGBD1_Expr","PGBD1_EXPR","expression"
"TMEM185A_Expr","TMEM185A_EXPR","expression"
"MAK16_Expr","MAK16_EXPR","expression"
"CUL1_Expr","CUL1_EXPR","expression"
"PARD6G_Expr","PARD6G_EXPR","expression"
"FAXC_Expr","FAXC_EXPR","expression"
"MAP1LC3A_Expr","MAP1LC3A_EXPR","expression"
"ATRN_Expr","ATRN_EXPR","expression"
"MT4_Expr","MT4_EXPR","expression"
"SLC12A8_Expr","SLC12A8_EXPR","expression"
"FOXN1_Expr","FOXN1_EXPR","expression"
"COL25A1_Expr","COL25A1_EXPR","expression"
"GNPTG_Expr","GNPTG_EXPR","expression"
"TTF2_Expr","TTF2_EXPR","expression"
"TPST2_Expr","TPST2_EXPR","expression"
"CASQ2_Expr","CASQ2_EXPR","expression"
"TPST1_Expr","TPST1_EXPR","expression"
"PARD6B_Expr","PARD6B_EXPR","expression"
"ZBTB37_Expr","ZBTB37_EXPR","expression"
"KRTAP4-4_Expr","KRTAP4-4_EXPR","expression"
"TUBB6_Expr","TUBB6_EXPR","expression"
"NT5C1A_Expr","NT5C1A_EXPR","expression"
"ZGPAT_Expr","ZGPAT_EXPR","expression"
"ST6GAL2_Expr","ST6GAL2_EXPR","expression"
"ZNF594_Expr","ZNF594_EXPR","expression"
"KIRREL3_Expr","KIRREL3_EXPR","expression"
"FNDC1_Expr","FNDC1_EXPR","expression"
"KRBA1_Expr","KRBA1_EXPR","expression"
"ZNF469_Expr","ZNF469_EXPR","expression"
"NTNG2_Expr","NTNG2_EXPR","expression"
"TNRC18_Expr","TNRC18_EXPR","expression"
"KLF11_Expr","KLF11_EXPR","expression"
"TTBK1_Expr","TTBK1_EXPR","expression"
"SLITRK2_Expr","SLITRK2_EXPR","expression"
"AFAP1L2_Expr","AFAP1L2_EXPR","expression"
"KISS1R_Expr","KISS1R_EXPR","expression"
"GPR174_Expr","GPR174_EXPR","expression"
"IL1F10_Expr","IL1F10_EXPR","expression"
"TEAD2_Expr","TEAD2_EXPR","expression"
"USP38_Expr","USP38_EXPR","expression"
"HIATL1_Expr","HIATL1_EXPR","expression"
"KIF2B_Expr","KIF2B_EXPR","expression"
"C22orf23_Expr","C22ORF23_EXPR","expression"
"PLA2G12B_Expr","PLA2G12B_EXPR","expression"
"LCE3D_Expr","LCE3D_EXPR","expression"
"DGAT2_Expr","DGAT2_EXPR","expression"
"SUPT3H_Expr","SUPT3H_EXPR","expression"
