"feature_name","gene_symbol","feature_type"
"MYZAP_mut.hs","MYZAP","mutation"
"RBFOX1_mut.hs","RBFOX1","mutation"
"EEF2K_mut.hs","EEF2K","mutation"
"MYH10_mut.hs","MYH10","mutation"
"NEDD4L_mut.hs","NEDD4L","mutation"
"PAX1_mut.hs","PAX1","mutation"
"FBXO7_mut.hs","FBXO7","mutation"
"SPEN_mut.hs","SPEN","mutation"
"ZMYM6_mut.hs","ZMYM6","mutation"
"CLSPN_mut.hs","CLSPN","mutation"
"RRAGC_mut.hs","RRAGC","mutation"
"HIVEP3_mut.hs","HIVEP3","mutation"
"IPP_mut.hs","IPP","mutation"
"NSUN4_mut.hs","NSUN4","mutation"
"TTC39A_mut.hs","TTC39A","mutation"
"EPS15_mut.hs","EPS15","mutation"
"NFIA_mut.hs","NFIA","mutation"
"LEPR_mut.hs","LEPR","mutation"
"PDE4B_mut.hs","PDE4B","mutation"
"FAM73A_mut.hs","FAM73A","mutation"
"ELTD1_mut.hs","ELTD1","mutation"
"HFM1_mut.hs","HFM1","mutation"
"SASS6_mut.hs","SASS6","mutation"
"COL11A1_mut.hs","COL11A1","mutation"
"VAV3_mut.hs","VAV3","mutation"
"CLCC1_mut.hs","CLCC1","mutation"
"GSTM3_mut.hs","GSTM3","mutation"
"CHIA_mut.hs","CHIA","mutation"
"KCND3_mut.hs","KCND3","mutation"
"PDE4DIP_mut.hs","PDE4DIP","mutation"
"NOTCH2NL_mut.hs","NOTCH2NL","mutation"
"RPTN_mut.hs","RPTN","mutation"
"NUP210L_mut.hs","NUP210L","mutation"
"SHE_mut.hs","SHE","mutation"
"UBE2Q1_mut.hs","UBE2Q1","mutation"
"OR6N1_mut.hs","OR6N1","mutation"
"OR10J5_mut.hs","OR10J5","mutation"
"FCRL6_mut.hs","FCRL6","mutation"
"SLAMF1_mut.hs","SLAMF1","mutation"
"C1orf110_mut.hs","C1ORF110","mutation"
"ILDR2_mut.hs","ILDR2","mutation"
"VAMP4_mut.hs","VAMP4","mutation"
"TEX35_mut.hs","TEX35","mutation"
"QSOX1_mut.hs","QSOX1","mutation"
"PRG4_mut.hs","PRG4","mutation"
"RGS13_mut.hs","RGS13","mutation"
"CDC73_mut.hs","CDC73","mutation"
"CFH_mut.hs","CFH","mutation"
"CRB1_mut.hs","CRB1","mutation"
"RASSF5_mut.hs","RASSF5","mutation"
"IRF6_mut.hs","IRF6","mutation"
"CENPF_mut.hs","CENPF","mutation"
"DISP1_mut.hs","DISP1","mutation"
"EXOC8_mut.hs","EXOC8","mutation"
"SIPA1L2_mut.hs","SIPA1L2","mutation"
"RGS7_mut.hs","RGS7","mutation"
"CEP170_mut.hs","CEP170","mutation"
"MYT1L_mut.hs","MYT1L","mutation"
"MBOAT2_mut.hs","MBOAT2","mutation"
"C2orf43_mut.hs","C2ORF43","mutation"
"C2orf44_mut.hs","C2ORF44","mutation"
"DHX57_mut.hs","DHX57","mutation"
"SLC8A1_mut.hs","SLC8A1","mutation"
"SLC3A1_mut.hs","SLC3A1","mutation"
"C2orf61_mut.hs","C2ORF61","mutation"
"PPP1R21_mut.hs","PPP1R21","mutation"
"FSHR_mut.hs","FSHR","mutation"
"NRXN1_mut.hs","NRXN1","mutation"
"PUS10_mut.hs","PUS10","mutation"
"TACR1_mut.hs","TACR1","mutation"
"LRRTM4_mut.hs","LRRTM4","mutation"
"CTNNA2_mut.hs","CTNNA2","mutation"
"TGOLN2_mut.hs","TGOLN2","mutation"
"IMMT_mut.hs","IMMT","mutation"
"EIF2AK3_mut.hs","EIF2AK3","mutation"
"AFF3_mut.hs","AFF3","mutation"
"C2orf40_mut.hs","C2ORF40","mutation"
"MALL_mut.hs","MALL","mutation"
"RND3_mut.hs","RND3","mutation"
"NMI_mut.hs","NMI","mutation"
"TANC1_mut.hs","TANC1","mutation"
"WDSUB1_mut.hs","WDSUB1","mutation"
"TTC21B_mut.hs","TTC21B","mutation"
"SCN7A_mut.hs","SCN7A","mutation"
"XIRP2_mut.hs","XIRP2","mutation"
"OLA1_mut.hs","OLA1","mutation"
"COL3A1_mut.hs","COL3A1","mutation"
"AOX1_mut.hs","AOX1","mutation"
"CASP8_mut.hs","CASP8","mutation"
"ACADL_mut.hs","ACADL","mutation"
"CPS1_mut.hs","CPS1","mutation"
"ATG16L1_mut.hs","ATG16L1","mutation"
"GRM7_mut.hs","GRM7","mutation"
"RAD18_mut.hs","RAD18","mutation"
"SH3BP5_mut.hs","SH3BP5","mutation"
"EFHB_mut.hs","EFHB","mutation"
"NGLY1_mut.hs","NGLY1","mutation"
"ZNF860_mut.hs","ZNF860","mutation"
"PDCD6IP_mut.hs","PDCD6IP","mutation"
"EIF1B_mut.hs","EIF1B","mutation"
"ZNF662_mut.hs","ZNF662","mutation"
"CCR5_mut.hs","CCR5","mutation"
"KIF9_mut.hs","KIF9","mutation"
"CACNA1D_mut.hs","CACNA1D","mutation"
"CACNA2D3_mut.hs","CACNA2D3","mutation"
"HESX1_mut.hs","HESX1","mutation"
"MINA_mut.hs","MINA","mutation"
"TBC1D23_mut.hs","TBC1D23","mutation"
"ALCAM_mut.hs","ALCAM","mutation"
"PHLDB2_mut.hs","PHLDB2","mutation"
"SLC9C1_mut.hs","SLC9C1","mutation"
"DRD3_mut.hs","DRD3","mutation"
"SLC15A2_mut.hs","SLC15A2","mutation"
"KALRN_mut.hs","KALRN","mutation"
"ACAD11_mut.hs","ACAD11","mutation"
"EPHB1_mut.hs","EPHB1","mutation"
"PPP2R3A_mut.hs","PPP2R3A","mutation"
"ATR_mut.hs","ATR","mutation"
"AGTR1_mut.hs","AGTR1","mutation"
"MED12L_mut.hs","MED12L","mutation"
"ARHGEF26_mut.hs","ARHGEF26","mutation"
"DHX36_mut.hs","DHX36","mutation"
"MLF1_mut.hs","MLF1","mutation"
"SI_mut.hs","SI","mutation"
"SLITRK3_mut.hs","SLITRK3","mutation"
"NLGN1_mut.hs","NLGN1","mutation"
"DNAJC19_mut.hs","DNAJC19","mutation"
"MCF2L2_mut.hs","MCF2L2","mutation"
"SENP2_mut.hs","SENP2","mutation"
"TMEM44_mut.hs","TMEM44","mutation"
"FYTTD1_mut.hs","FYTTD1","mutation"
"ZNF721_mut.hs","ZNF721","mutation"
"LAP3_mut.hs","LAP3","mutation"
"DCAF16_mut.hs","DCAF16","mutation"
"GPR125_mut.hs","GPR125","mutation"
"ZCCHC4_mut.hs","ZCCHC4","mutation"
"SEL1L3_mut.hs","SEL1L3","mutation"
"ARAP2_mut.hs","ARAP2","mutation"
"GRXCR1_mut.hs","GRXCR1","mutation"
"EPHA5_mut.hs","EPHA5","mutation"
"RASSF6_mut.hs","RASSF6","mutation"
"GK2_mut.hs","GK2","mutation"
"AGPAT9_mut.hs","AGPAT9","mutation"
"ABCG2_mut.hs","ABCG2","mutation"
"ADH1A_mut.hs","ADH1A","mutation"
"CFI_mut.hs","CFI","mutation"
"FAT4_mut.hs","FAT4","mutation"
"PCDH18_mut.hs","PCDH18","mutation"
"FGG_mut.hs","FGG","mutation"
"NPY2R_mut.hs","NPY2R","mutation"
"NPY5R_mut.hs","NPY5R","mutation"
"TKTL2_mut.hs","TKTL2","mutation"
"DDX60_mut.hs","DDX60","mutation"
"TRIML2_mut.hs","TRIML2","mutation"
"SLC6A18_mut.hs","SLC6A18","mutation"
"FAM105B_mut.hs","FAM105B","mutation"
"CDH18_mut.hs","CDH18","mutation"
"CDH10_mut.hs","CDH10","mutation"
"SUB1_mut.hs","SUB1","mutation"
"RANBP3L_mut.hs","RANBP3L","mutation"
"LIFR_mut.hs","LIFR","mutation"
"DAB2_mut.hs","DAB2","mutation"
"C7_mut.hs","C7","mutation"
"SNX18_mut.hs","SNX18","mutation"
"PDE4D_mut.hs","PDE4D","mutation"
"ELOVL7_mut.hs","ELOVL7","mutation"
"MAP1B_mut.hs","MAP1B","mutation"
"GCNT4_mut.hs","GCNT4","mutation"
"POLK_mut.hs","POLK","mutation"
"PCSK1_mut.hs","PCSK1","mutation"
"SLCO4C1_mut.hs","SLCO4C1","mutation"
"YTHDC2_mut.hs","YTHDC2","mutation"
"SNX2_mut.hs","SNX2","mutation"
"ADAMTS19_mut.hs","ADAMTS19","mutation"
"CTNNA1_mut.hs","CTNNA1","mutation"
"PCDHA6_mut.hs","PCDHA6","mutation"
"PCDHGA1_mut.hs","PCDHGA1","mutation"
"FAT2_mut.hs","FAT2","mutation"
"SOX30_mut.hs","SOX30","mutation"
"HMMR_mut.hs","HMMR","mutation"
"TENM2_mut.hs","TENM2","mutation"
"SIMC1_mut.hs","SIMC1","mutation"
"MAK_mut.hs","MAK","mutation"
"TBC1D7_mut.hs","TBC1D7","mutation"
"ZNF184_mut.hs","ZNF184","mutation"
"ZKSCAN8_mut.hs","ZKSCAN8","mutation"
"PGBD1_mut.hs","PGBD1","mutation"
"MOG_mut.hs","MOG","mutation"
"HSPA1L_mut.hs","HSPA1L","mutation"
"NOTCH4_mut.hs","NOTCH4","mutation"
"RING1_mut.hs","RING1","mutation"
"FGD2_mut.hs","FGD2","mutation"
"PLA2G7_mut.hs","PLA2G7","mutation"
"PKHD1_mut.hs","PKHD1","mutation"
"GSTA4_mut.hs","GSTA4","mutation"
"BMP5_mut.hs","BMP5","mutation"
"RIMS1_mut.hs","RIMS1","mutation"
"OOEP_mut.hs","OOEP","mutation"
"GJA10_mut.hs","GJA10","mutation"
"FBXL4_mut.hs","FBXL4","mutation"
"HACE1_mut.hs","HACE1","mutation"
"AMD1_mut.hs","AMD1","mutation"
"LAMA4_mut.hs","LAMA4","mutation"
"RFX6_mut.hs","RFX6","mutation"
"TBC1D32_mut.hs","TBC1D32","mutation"
"GJA1_mut.hs","GJA1","mutation"
"TRDN_mut.hs","TRDN","mutation"
"MED23_mut.hs","MED23","mutation"
"AHI1_mut.hs","AHI1","mutation"
"MAP7_mut.hs","MAP7","mutation"
"HECA_mut.hs","HECA","mutation"
"GRM1_mut.hs","GRM1","mutation"
"UST_mut.hs","UST","mutation"
"LATS1_mut.hs","LATS1","mutation"
"AKAP12_mut.hs","AKAP12","mutation"
"OPRM1_mut.hs","OPRM1","mutation"
"ARID1B_mut.hs","ARID1B","mutation"
"ZNF12_mut.hs","ZNF12","mutation"
"DNAH11_mut.hs","DNAH11","mutation"
"FAM126A_mut.hs","FAM126A","mutation"
"CCDC129_mut.hs","CCDC129","mutation"
"DPY19L1_mut.hs","DPY19L1","mutation"
"AOAH_mut.hs","AOAH","mutation"
"ELMO1_mut.hs","ELMO1","mutation"
"RALA_mut.hs","RALA","mutation"
"HECW1_mut.hs","HECW1","mutation"
"STK17A_mut.hs","STK17A","mutation"
"SUN3_mut.hs","SUN3","mutation"
"TYW1_mut.hs","TYW1","mutation"
"CACNA2D1_mut.hs","CACNA2D1","mutation"
"PCLO_mut.hs","PCLO","mutation"
"ABCB1_mut.hs","ABCB1","mutation"
"KRIT1_mut.hs","KRIT1","mutation"
"RBM48_mut.hs","RBM48","mutation"
"CASD1_mut.hs","CASD1","mutation"
"PPP1R9A_mut.hs","PPP1R9A","mutation"
"PON1_mut.hs","PON1","mutation"
"CBLL1_mut.hs","CBLL1","mutation"
"PPP1R3A_mut.hs","PPP1R3A","mutation"
"CPED1_mut.hs","CPED1","mutation"
"PTPRZ1_mut.hs","PTPRZ1","mutation"
"CADPS2_mut.hs","CADPS2","mutation"
"AHCYL2_mut.hs","AHCYL2","mutation"
"MGAM_mut.hs","MGAM","mutation"
"GIMAP7_mut.hs","GIMAP7","mutation"
"KMT2C_mut.hs","KMT2C","mutation"
"DEFA4_mut.hs","DEFA4","mutation"
"TUSC3_mut.hs","TUSC3","mutation"
"LPL_mut.hs","LPL","mutation"
"BNIP3L_mut.hs","BNIP3L","mutation"
"UNC5D_mut.hs","UNC5D","mutation"
"KCNU1_mut.hs","KCNU1","mutation"
"PCMTD1_mut.hs","PCMTD1","mutation"
"RP1_mut.hs","RP1","mutation"
"XKR4_mut.hs","XKR4","mutation"
"CLVS1_mut.hs","CLVS1","mutation"
"TRIM55_mut.hs","TRIM55","mutation"
"ADHFE1_mut.hs","ADHFE1","mutation"
"CSPP1_mut.hs","CSPP1","mutation"
"TRAM1_mut.hs","TRAM1","mutation"
"ZFHX4_mut.hs","ZFHX4","mutation"
"VPS13B_mut.hs","VPS13B","mutation"
"RGS22_mut.hs","RGS22","mutation"
"CSMD3_mut.hs","CSMD3","mutation"
"ZHX2_mut.hs","ZHX2","mutation"
"TG_mut.hs","TG","mutation"
"LY6K_mut.hs","LY6K","mutation"
"ZNF7_mut.hs","ZNF7","mutation"
"BNC2_mut.hs","BNC2","mutation"
"TRPM3_mut.hs","TRPM3","mutation"
"ANXA1_mut.hs","ANXA1","mutation"
"BARX1_mut.hs","BARX1","mutation"
"HSD17B3_mut.hs","HSD17B3","mutation"
"ZNF782_mut.hs","ZNF782","mutation"
"ZNF189_mut.hs","ZNF189","mutation"
"C9orf152_mut.hs","C9ORF152","mutation"
"ORM1_mut.hs","ORM1","mutation"
"BRINP1_mut.hs","BRINP1","mutation"
"C5_mut.hs","C5","mutation"
"ITIH5_mut.hs","ITIH5","mutation"
"TAF3_mut.hs","TAF3","mutation"
"PLXDC2_mut.hs","PLXDC2","mutation"
"MSRB2_mut.hs","MSRB2","mutation"
"THNSL1_mut.hs","THNSL1","mutation"
"ARMC4_mut.hs","ARMC4","mutation"
"ANKRD30A_mut.hs","ANKRD30A","mutation"
"ZNF33A_mut.hs","ZNF33A","mutation"
"ZNF37A_mut.hs","ZNF37A","mutation"
"SYT15_mut.hs","SYT15","mutation"
"PAX2_mut.hs","PAX2","mutation"
"COL17A1_mut.hs","COL17A1","mutation"
"CHST15_mut.hs","CHST15","mutation"
"BCCIP_mut.hs","BCCIP","mutation"
"EBF3_mut.hs","EBF3","mutation"
"OR2D2_mut.hs","OR2D2","mutation"
"USH1C_mut.hs","USH1C","mutation"
"LUZP2_mut.hs","LUZP2","mutation"
"KIF18A_mut.hs","KIF18A","mutation"
"LRRC4C_mut.hs","LRRC4C","mutation"
"OR5D18_mut.hs","OR5D18","mutation"
"OR5T3_mut.hs","OR5T3","mutation"
"OR8J1_mut.hs","OR8J1","mutation"
"OR10V1_mut.hs","OR10V1","mutation"
"MTA2_mut.hs","MTA2","mutation"
"PACS1_mut.hs","PACS1","mutation"
"KDM2A_mut.hs","KDM2A","mutation"
"PPP6R3_mut.hs","PPP6R3","mutation"
"PCF11_mut.hs","PCF11","mutation"
"SYTL2_mut.hs","SYTL2","mutation"
"GRIA4_mut.hs","GRIA4","mutation"
"SLC35F2_mut.hs","SLC35F2","mutation"
"BCO2_mut.hs","BCO2","mutation"
"NNMT_mut.hs","NNMT","mutation"
"KMT2A_mut.hs","KMT2A","mutation"
"HINFP_mut.hs","HINFP","mutation"
"SIAE_mut.hs","SIAE","mutation"
"ARHGAP32_mut.hs","ARHGAP32","mutation"
"JAM3_mut.hs","JAM3","mutation"
"C12orf4_mut.hs","C12ORF4","mutation"
"CLEC2B_mut.hs","CLEC2B","mutation"
"PLCZ1_mut.hs","PLCZ1","mutation"
"KCNJ8_mut.hs","KCNJ8","mutation"
"C2CD5_mut.hs","C2CD5","mutation"
"TMTC1_mut.hs","TMTC1","mutation"
"IPO8_mut.hs","IPO8","mutation"
"KIF21A_mut.hs","KIF21A","mutation"
"ABCD2_mut.hs","ABCD2","mutation"
"CNTN1_mut.hs","CNTN1","mutation"
"PDZRN4_mut.hs","PDZRN4","mutation"
"CALCOCO1_mut.hs","CALCOCO1","mutation"
"OR6C70_mut.hs","OR6C70","mutation"
"MMP19_mut.hs","MMP19","mutation"
"MBD6_mut.hs","MBD6","mutation"
"MSRB3_mut.hs","MSRB3","mutation"
"IRAK3_mut.hs","IRAK3","mutation"
"LRRIQ1_mut.hs","LRRIQ1","mutation"
"LUM_mut.hs","LUM","mutation"
"PLXNC1_mut.hs","PLXNC1","mutation"
"CCDC41_mut.hs","CCDC41","mutation"
"NEDD1_mut.hs","NEDD1","mutation"
"SLC17A8_mut.hs","SLC17A8","mutation"
"NR1H4_mut.hs","NR1H4","mutation"
"GLT8D2_mut.hs","GLT8D2","mutation"
"BTBD11_mut.hs","BTBD11","mutation"
"SVOP_mut.hs","SVOP","mutation"
"HECTD4_mut.hs","HECTD4","mutation"
"NOS1_mut.hs","NOS1","mutation"
"RFC5_mut.hs","RFC5","mutation"
"PIWIL1_mut.hs","PIWIL1","mutation"
"ZNF268_mut.hs","ZNF268","mutation"
"ZMYM2_mut.hs","ZMYM2","mutation"
"PABPC3_mut.hs","PABPC3","mutation"
"WASF3_mut.hs","WASF3","mutation"
"FRY_mut.hs","FRY","mutation"
"WBP4_mut.hs","WBP4","mutation"
"EPSTI1_mut.hs","EPSTI1","mutation"
"LPAR6_mut.hs","LPAR6","mutation"
"DIS3_mut.hs","DIS3","mutation"
"TBC1D4_mut.hs","TBC1D4","mutation"
"DZIP1_mut.hs","DZIP1","mutation"
"FARP1_mut.hs","FARP1","mutation"
"LIG4_mut.hs","LIG4","mutation"
"OR4K1_mut.hs","OR4K1","mutation"
"CMTM5_mut.hs","CMTM5","mutation"
"G2E3_mut.hs","G2E3","mutation"
"STRN3_mut.hs","STRN3","mutation"
"HECTD1_mut.hs","HECTD1","mutation"
"AKAP6_mut.hs","AKAP6","mutation"
"TTC6_mut.hs","TTC6","mutation"
"FERMT2_mut.hs","FERMT2","mutation"
"ACTR10_mut.hs","ACTR10","mutation"
"DAAM1_mut.hs","DAAM1","mutation"
"SIX1_mut.hs","SIX1","mutation"
"SIX4_mut.hs","SIX4","mutation"
"GPHN_mut.hs","GPHN","mutation"
"NEK9_mut.hs","NEK9","mutation"
"C14orf166B_mut.hs","C14ORF166B","mutation"
"NRXN3_mut.hs","NRXN3","mutation"
"GALC_mut.hs","GALC","mutation"
"EML5_mut.hs","EML5","mutation"
"WARS_mut.hs","WARS","mutation"
"UBE3A_mut.hs","UBE3A","mutation"
"RYR3_mut.hs","RYR3","mutation"
"AQR_mut.hs","AQR","mutation"
"RASGRP1_mut.hs","RASGRP1","mutation"
"MGA_mut.hs","MGA","mutation"
"FBN1_mut.hs","FBN1","mutation"
"MNS1_mut.hs","MNS1","mutation"
"MYO9A_mut.hs","MYO9A","mutation"
"PEAK1_mut.hs","PEAK1","mutation"
"MRPS11_mut.hs","MRPS11","mutation"
"OR4F15_mut.hs","OR4F15","mutation"
"ADCY9_mut.hs","ADCY9","mutation"
"GRIN2A_mut.hs","GRIN2A","mutation"
"PLK1_mut.hs","PLK1","mutation"
"IL21R_mut.hs","IL21R","mutation"
"ATXN2L_mut.hs","ATXN2L","mutation"
"NETO2_mut.hs","NETO2","mutation"
"ABCC12_mut.hs","ABCC12","mutation"
"BRD7_mut.hs","BRD7","mutation"
"NLRC5_mut.hs","NLRC5","mutation"
"ZFP90_mut.hs","ZFP90","mutation"
"CENPN_mut.hs","CENPN","mutation"
"ZC3H18_mut.hs","ZC3H18","mutation"
"ANKRD11_mut.hs","ANKRD11","mutation"
"ZFP3_mut.hs","ZFP3","mutation"
"NLRP1_mut.hs","NLRP1","mutation"
"KDM6B_mut.hs","KDM6B","mutation"
"MYH2_mut.hs","MYH2","mutation"
"ZNF286A_mut.hs","ZNF286A","mutation"
"PRPSAP2_mut.hs","PRPSAP2","mutation"
"NOS2_mut.hs","NOS2","mutation"
"CRLF3_mut.hs","CRLF3","mutation"
"NF1_mut.hs","NF1","mutation"
"PCGF2_mut.hs","PCGF2","mutation"
"KANSL1_mut.hs","KANSL1","mutation"
"ITGB3_mut.hs","ITGB3","mutation"
"KAT7_mut.hs","KAT7","mutation"
"MSI2_mut.hs","MSI2","mutation"
"TUBD1_mut.hs","TUBD1","mutation"
"HEATR6_mut.hs","HEATR6","mutation"
"BCAS3_mut.hs","BCAS3","mutation"
"MARCH10_mut.hs","MARCH10","mutation"
"APOH_mut.hs","APOH","mutation"
"ABCA10_mut.hs","ABCA10","mutation"
"KCNJ16_mut.hs","KCNJ16","mutation"
"GPR142_mut.hs","GPR142","mutation"
"SMCHD1_mut.hs","SMCHD1","mutation"
"EMILIN2_mut.hs","EMILIN2","mutation"
"GNAL_mut.hs","GNAL","mutation"
"ESCO1_mut.hs","ESCO1","mutation"
"DSG4_mut.hs","DSG4","mutation"
"DSG3_mut.hs","DSG3","mutation"
"PIAS2_mut.hs","PIAS2","mutation"
"DYM_mut.hs","DYM","mutation"
"NETO1_mut.hs","NETO1","mutation"
"FBXO15_mut.hs","FBXO15","mutation"
"CREB3L3_mut.hs","CREB3L3","mutation"
"ZNF699_mut.hs","ZNF699","mutation"
"ZNF266_mut.hs","ZNF266","mutation"
"ZNF441_mut.hs","ZNF441","mutation"
"ZNF491_mut.hs","ZNF491","mutation"
"ZNF136_mut.hs","ZNF136","mutation"
"CHERP_mut.hs","CHERP","mutation"
"ZNF14_mut.hs","ZNF14","mutation"
"ZNF728_mut.hs","ZNF728","mutation"
"SLC7A9_mut.hs","SLC7A9","mutation"
"ZNF181_mut.hs","ZNF181","mutation"
"ZNF585B_mut.hs","ZNF585B","mutation"
"ZNF527_mut.hs","ZNF527","mutation"
"ZFP30_mut.hs","ZFP30","mutation"
"ZNF781_mut.hs","ZNF781","mutation"
"ZNF573_mut.hs","ZNF573","mutation"
"RYR1_mut.hs","RYR1","mutation"
"ARHGAP35_mut.hs","ARHGAP35","mutation"
"IZUMO1_mut.hs","IZUMO1","mutation"
"KCNA7_mut.hs","KCNA7","mutation"
"ZNF613_mut.hs","ZNF613","mutation"
"ZNF616_mut.hs","ZNF616","mutation"
"ZNF836_mut.hs","ZNF836","mutation"
"NLRP7_mut.hs","NLRP7","mutation"
"ZNF583_mut.hs","ZNF583","mutation"
"ZNF471_mut.hs","ZNF471","mutation"
"DUXA_mut.hs","DUXA","mutation"
"TRIM28_mut.hs","TRIM28","mutation"
"MCM8_mut.hs","MCM8","mutation"
"JAG1_mut.hs","JAG1","mutation"
"SEC23B_mut.hs","SEC23B","mutation"
"RBM39_mut.hs","RBM39","mutation"
"SRSF6_mut.hs","SRSF6","mutation"
"NELFCD_mut.hs","NELFCD","mutation"
"C20orf195_mut.hs","C20ORF195","mutation"
"TPTE_mut.hs","TPTE","mutation"
"USP25_mut.hs","USP25","mutation"
"ADAMTS5_mut.hs","ADAMTS5","mutation"
"KRTAP19-1_mut.hs","KRTAP19-1","mutation"
"C21orf59_mut.hs","C21ORF59","mutation"
"TMEM50B_mut.hs","TMEM50B","mutation"
"DOPEY2_mut.hs","DOPEY2","mutation"
"ABCG1_mut.hs","ABCG1","mutation"
"MED15_mut.hs","MED15","mutation"
"PKDREJ_mut.hs","PKDREJ","mutation"
"CLSTN1_mut.hs","CLSTN1","mutation"
"ZDHHC18_mut.hs","ZDHHC18","mutation"
"IPO9_mut.hs","IPO9","mutation"
"GPR137B_mut.hs","GPR137B","mutation"
"PCDHGA5_mut.hs","PCDHGA5","mutation"
"SERPINB1_mut.hs","SERPINB1","mutation"
"HIVEP2_mut.hs","HIVEP2","mutation"
"INTS1_mut.hs","INTS1","mutation"
"BBS9_mut.hs","BBS9","mutation"
"LINGO2_mut.hs","LINGO2","mutation"
"MUC6_mut.hs","MUC6","mutation"
"MS4A14_mut.hs","MS4A14","mutation"
"CCND1_mut.hs","CCND1","mutation"
"MMP8_mut.hs","MMP8","mutation"
"NDN_mut.hs","NDN","mutation"
"EIF2AK4_mut.hs","EIF2AK4","mutation"
"SRCAP_mut.hs","SRCAP","mutation"
"C3_mut.hs","C3","mutation"
"KEAP1_mut.hs","KEAP1","mutation"
"CST2_mut.hs","CST2","mutation"
"ASPRV1_mut.hs","ASPRV1","mutation"
"PROL1_mut.hs","PROL1","mutation"
"LAMB1_mut.hs","LAMB1","mutation"
"DPP6_mut.hs","DPP6","mutation"
"SFRP1_mut.hs","SFRP1","mutation"
"TRPA1_mut.hs","TRPA1","mutation"
"LRIG3_mut.hs","LRIG3","mutation"
"TGM5_mut.hs","TGM5","mutation"
"WDR93_mut.hs","WDR93","mutation"
"PPP2R1A_mut.hs","PPP2R1A","mutation"
"MTOR_mut.hs","MTOR","mutation"
"ACTL8_mut.hs","ACTL8","mutation"
"KIF2C_mut.hs","KIF2C","mutation"
"LRRC8B_mut.hs","LRRC8B","mutation"
"DPYD_mut.hs","DPYD","mutation"
"CD2_mut.hs","CD2","mutation"
"SEC16B_mut.hs","SEC16B","mutation"
"RYR2_mut.hs","RYR2","mutation"
"RTKN_mut.hs","RTKN","mutation"
"NEB_mut.hs","NEB","mutation"
"CCDC108_mut.hs","CCDC108","mutation"
"SLC4A3_mut.hs","SLC4A3","mutation"
"SP140L_mut.hs","SP140L","mutation"
"ADCY5_mut.hs","ADCY5","mutation"
"TPRG1_mut.hs","TPRG1","mutation"
"PPEF2_mut.hs","PPEF2","mutation"
"KIAA0947_mut.hs","KIAA0947","mutation"
"CDH6_mut.hs","CDH6","mutation"
"HCN1_mut.hs","HCN1","mutation"
"ACOT12_mut.hs","ACOT12","mutation"
"ERAP1_mut.hs","ERAP1","mutation"
"LIX1_mut.hs","LIX1","mutation"
"KCNN2_mut.hs","KCNN2","mutation"
"ELOVL2_mut.hs","ELOVL2","mutation"
"DEF6_mut.hs","DEF6","mutation"
"TRERF1_mut.hs","TRERF1","mutation"
"PRSS35_mut.hs","PRSS35","mutation"
"PNISR_mut.hs","PNISR","mutation"
"CPVL_mut.hs","CPVL","mutation"
"MYOM2_mut.hs","MYOM2","mutation"
"INTS9_mut.hs","INTS9","mutation"
"RUNX1T1_mut.hs","RUNX1T1","mutation"
"DCSTAMP_mut.hs","DCSTAMP","mutation"
"TLN1_mut.hs","TLN1","mutation"
"ZFP37_mut.hs","ZFP37","mutation"
"MORN5_mut.hs","MORN5","mutation"
"ZER1_mut.hs","ZER1","mutation"
"GATA3_mut.hs","GATA3","mutation"
"EPC1_mut.hs","EPC1","mutation"
"PNLIPRP3_mut.hs","PNLIPRP3","mutation"
"MADD_mut.hs","MADD","mutation"
"CTTN_mut.hs","CTTN","mutation"
"WNK1_mut.hs","WNK1","mutation"
"KCNA5_mut.hs","KCNA5","mutation"
"DCN_mut.hs","DCN","mutation"
"WSCD2_mut.hs","WSCD2","mutation"
"ATXN2_mut.hs","ATXN2","mutation"
"FBXL3_mut.hs","FBXL3","mutation"
"IPO4_mut.hs","IPO4","mutation"
"DEGS2_mut.hs","DEGS2","mutation"
"ABCA3_mut.hs","ABCA3","mutation"
"MVP_mut.hs","MVP","mutation"
"ADCY7_mut.hs","ADCY7","mutation"
"THRA_mut.hs","THRA","mutation"
"FZD2_mut.hs","FZD2","mutation"
"GPRC5C_mut.hs","GPRC5C","mutation"
"MC5R_mut.hs","MC5R","mutation"
"CDH20_mut.hs","CDH20","mutation"
"NFATC1_mut.hs","NFATC1","mutation"
"ARID3A_mut.hs","ARID3A","mutation"
"DOT1L_mut.hs","DOT1L","mutation"
"COL5A3_mut.hs","COL5A3","mutation"
"PSMC4_mut.hs","PSMC4","mutation"
"ZNF347_mut.hs","ZNF347","mutation"
"NLRP12_mut.hs","NLRP12","mutation"
"ZNF460_mut.hs","ZNF460","mutation"
"FAM83D_mut.hs","FAM83D","mutation"
"DYRK1A_mut.hs","DYRK1A","mutation"
"CPT1B_mut.hs","CPT1B","mutation"
"PRDM16_mut.hs","PRDM16","mutation"
"ECHDC2_mut.hs","ECHDC2","mutation"
"CACHD1_mut.hs","CACHD1","mutation"
"IGSF3_mut.hs","IGSF3","mutation"
"ADCY10_mut.hs","ADCY10","mutation"
"LRRN2_mut.hs","LRRN2","mutation"
"NT5C1B_mut.hs","NT5C1B","mutation"
"THADA_mut.hs","THADA","mutation"
"RETSAT_mut.hs","RETSAT","mutation"
"KCNIP3_mut.hs","KCNIP3","mutation"
