drug,threshold,n_targets,en_any,dsen_shared_any,dsen_tissue_any,dsen_combined_any
CGP-60474,0.05,6,FALSE,FALSE,TRUE,TRUE
CGP-082996,0.05,1,FALSE,FALSE,FALSE,FALSE
A-770041,0.05,2,FALSE,FALSE,FALSE,FALSE
WH-4-023,0.05,2,FALSE,FALSE,FALSE,FALSE
WZ-1-84,0.05,1,FALSE,FALSE,FALSE,FALSE
BI-2536,0.05,3,TRUE,FALSE,FALSE,FALSE
BMS-536924_repl_62,0.05,2,FALSE,FALSE,FALSE,FALSE
BMS-509744,0.05,1,FALSE,FALSE,FALSE,FALSE
CMK,0.05,1,FALSE,FALSE,FALSE,FALSE
JW-7-52-1,0.05,1,FALSE,TRUE,FALSE,TRUE
A-443654,0.05,3,FALSE,FALSE,FALSE,FALSE
GW843682X,0.05,1,FALSE,FALSE,FALSE,FALSE
Entinostat,0.05,2,FALSE,FALSE,FALSE,FALSE
Parthenolide,0.05,1,FALSE,FALSE,FALSE,FALSE
GSK319347A,0.05,1,FALSE,FALSE,FALSE,FALSE
TGX221,0.05,1,TRUE,FALSE,FALSE,FALSE
XMD8-85,0.05,1,FALSE,FALSE,FALSE,FALSE
Seliciclib,0.05,3,FALSE,FALSE,FALSE,FALSE
Salubrinal,0.05,1,FALSE,FALSE,FALSE,FALSE
Lapatinib,0.05,2,FALSE,TRUE,TRUE,TRUE
GSK269962A_repl_127,0.05,2,FALSE,FALSE,FALSE,FALSE
Tanespimycin,0.1,1,FALSE,FALSE,FALSE,FALSE
VX-702,0.1,1,FALSE,FALSE,FALSE,FALSE
Motesanib,0.1,4,FALSE,FALSE,TRUE,TRUE
KU-55933,0.1,1,FALSE,FALSE,FALSE,FALSE
Elesclomol,0.1,1,FALSE,FALSE,FALSE,FALSE
Afatinib,0.1,2,TRUE,TRUE,TRUE,TRUE
Vismodegib,0.1,1,FALSE,FALSE,FALSE,FALSE
PLX-4720,0.1,1,TRUE,TRUE,FALSE,TRUE
NU7441,0.1,1,FALSE,FALSE,FALSE,FALSE
SL0101,0.1,4,FALSE,FALSE,FALSE,FALSE
Doramapimod,0.1,2,FALSE,FALSE,FALSE,FALSE
JNK Inhibitor VIII,0.1,1,FALSE,FALSE,FALSE,FALSE
681640,0.1,2,FALSE,FALSE,TRUE,TRUE
Nutlin-3a (-),0.1,1,FALSE,TRUE,FALSE,TRUE
PD173074,0.1,3,TRUE,TRUE,TRUE,TRUE
ZM447439,0.1,2,FALSE,FALSE,FALSE,FALSE
RO-3306,0.1,1,FALSE,FALSE,FALSE,FALSE
MK-2206,0.1,2,TRUE,FALSE,FALSE,FALSE
Palbociclib,0.1,2,FALSE,FALSE,FALSE,FALSE
Dactolisib,0.1,2,FALSE,FALSE,FALSE,FALSE
Pictilisib,0.1,1,FALSE,FALSE,FALSE,FALSE
AZD8055,0.1,1,TRUE,FALSE,FALSE,FALSE
PD0325901,0.1,2,TRUE,TRUE,TRUE,TRUE
SB590885,0.1,1,TRUE,TRUE,FALSE,TRUE
Selumetinib,0.1,2,TRUE,FALSE,FALSE,FALSE
AZD6482,0.1,1,TRUE,FALSE,TRUE,TRUE
CCT007093,0.1,1,FALSE,FALSE,FALSE,FALSE
EHT-1864,0.1,3,FALSE,FALSE,FALSE,FALSE
BMS-536924,0.1,2,FALSE,FALSE,FALSE,FALSE
Cetuximab,0.1,1,TRUE,TRUE,FALSE,TRUE
PF-4708671,0.1,1,FALSE,FALSE,FALSE,FALSE
Serdemetan,0.1,1,FALSE,FALSE,FALSE,FALSE
HG-5-113-01,0.1,1,FALSE,FALSE,FALSE,FALSE
HG-5-88-01,0.1,2,FALSE,FALSE,FALSE,FALSE
TW 37,0.1,3,FALSE,FALSE,FALSE,FALSE
XMD11-85h,0.1,2,FALSE,FALSE,FALSE,FALSE
ZG-10,0.1,1,FALSE,FALSE,FALSE,FALSE
XMD8-92,0.1,1,FALSE,FALSE,FALSE,FALSE
QL-VIII-58,0.1,2,FALSE,FALSE,FALSE,FALSE
CCT-018159,0.1,1,FALSE,FALSE,FALSE,FALSE
Rucaparib,0.1,2,FALSE,FALSE,FALSE,FALSE
GSK269962A,0.1,2,FALSE,FALSE,FALSE,FALSE
Tamoxifen,0.1,1,FALSE,FALSE,FALSE,FALSE
QL-XII-61,0.1,2,FALSE,FALSE,FALSE,FALSE
JQ1,0.1,4,FALSE,FALSE,FALSE,FALSE
PFI-1,0.1,1,FALSE,FALSE,FALSE,FALSE
IOX2,0.1,1,FALSE,FALSE,FALSE,FALSE
CHIR-99021,0.1,2,TRUE,FALSE,TRUE,TRUE
(5Z)-7-Oxozeaenol,0.1,1,FALSE,FALSE,FALSE,FALSE
Daporinad,0.1,1,FALSE,FALSE,FALSE,FALSE
Talazoparib,0.1,2,FALSE,FALSE,FALSE,FALSE
UNC1215,0.1,1,FALSE,FALSE,FALSE,FALSE
SGC0946,0.1,1,FALSE,FALSE,FALSE,FALSE
XAV939,0.1,1,FALSE,FALSE,FALSE,FALSE
PLX-4720_repl_1371,0.1,1,TRUE,TRUE,TRUE,TRUE
Trametinib,0.1,2,TRUE,TRUE,TRUE,TRUE
Dabrafenib,0.1,1,TRUE,TRUE,TRUE,TRUE
Afatinib_repl_1377,0.1,2,TRUE,TRUE,TRUE,TRUE
SN-38,0.1,1,FALSE,FALSE,FALSE,FALSE
Olaparib,0.1,2,FALSE,FALSE,FALSE,FALSE
Selumetinib_repl_1498,0.1,2,TRUE,TRUE,FALSE,TRUE
Bicalutamide,0.1,1,FALSE,FALSE,FALSE,FALSE
Refametinib,0.1,2,TRUE,TRUE,TRUE,TRUE
Pictilisib_repl_1527,0.1,1,FALSE,FALSE,FALSE,FALSE
NSC-87877,0.1,2,FALSE,FALSE,FALSE,FALSE
Bicalutamide_repl_150,0.1,1,FALSE,TRUE,TRUE,TRUE
QS11,0.1,1,FALSE,FALSE,FALSE,FALSE
CP466722,0.1,1,FALSE,FALSE,FALSE,FALSE
Midostaurin,0.1,4,TRUE,TRUE,FALSE,TRUE
CHIR-99021_repl_154,0.1,2,FALSE,FALSE,FALSE,FALSE
Ponatinib,0.1,7,TRUE,FALSE,FALSE,FALSE
AZD6482_repl_156,0.1,1,FALSE,FALSE,FALSE,FALSE
JNK-9L,0.1,2,FALSE,FALSE,FALSE,FALSE
PF-562271,0.1,2,FALSE,FALSE,FALSE,FALSE
HG6-64-1,0.1,1,TRUE,FALSE,FALSE,FALSE
JQ1_repl_163,0.1,4,FALSE,FALSE,FALSE,FALSE
JQ12,0.1,2,FALSE,FALSE,FALSE,FALSE
DMOG,0.1,1,FALSE,FALSE,FALSE,FALSE
OSU-03012,0.1,1,TRUE,TRUE,FALSE,TRUE
AKT inhibitor VIII,0.1,3,FALSE,TRUE,FALSE,TRUE
Embelin,0.1,1,FALSE,FALSE,FALSE,FALSE
IPA-3,0.1,1,FALSE,FALSE,FALSE,FALSE
GSK650394,0.1,2,FALSE,FALSE,FALSE,FALSE
BAY-61-3606,0.1,1,FALSE,FALSE,TRUE,TRUE
Obatoclax Mesylate,0.1,4,FALSE,FALSE,TRUE,TRUE
BMS-754807,0.1,2,TRUE,FALSE,TRUE,TRUE
Linsitinib,0.1,1,FALSE,FALSE,TRUE,TRUE
LFM-A13,0.1,1,FALSE,FALSE,FALSE,FALSE
GW-2580,0.1,1,FALSE,FALSE,FALSE,FALSE
Luminespib,0.1,1,FALSE,FALSE,FALSE,FALSE
Bryostatin 1,0.1,1,FALSE,FALSE,FALSE,FALSE
Pazopanib,0.1,4,TRUE,TRUE,FALSE,TRUE
Dacinostat,0.1,1,FALSE,FALSE,FALSE,FALSE
GSK1904529A,0.1,2,FALSE,FALSE,FALSE,FALSE
BMS-345541,0.1,2,FALSE,FALSE,FALSE,FALSE
Ruxolitinib,0.1,2,TRUE,FALSE,TRUE,TRUE
AS601245,0.1,2,FALSE,FALSE,FALSE,FALSE
Ispinesib Mesylate,0.1,1,FALSE,FALSE,FALSE,FALSE
AT-7519,0.1,5,TRUE,FALSE,FALSE,FALSE
TAK-715,0.1,2,TRUE,FALSE,TRUE,TRUE
BX-912,0.1,1,FALSE,FALSE,FALSE,FALSE
ZSTK474,0.1,1,FALSE,FALSE,FALSE,FALSE
AS605240,0.1,1,FALSE,FALSE,TRUE,TRUE
Genentech Cpd 10,0.1,2,FALSE,FALSE,FALSE,FALSE
GSK1070916,0.1,2,FALSE,FALSE,FALSE,FALSE
AKT inhibitor VIII_repl_228,0.1,3,TRUE,FALSE,TRUE,TRUE
Enzastaurin,0.1,1,FALSE,FALSE,FALSE,FALSE
GSK429286A,0.1,2,FALSE,FALSE,FALSE,FALSE
FMK,0.1,1,FALSE,FALSE,FALSE,FALSE
QL-XII-47,0.1,2,FALSE,FALSE,FALSE,FALSE
Idelalisib,0.1,1,FALSE,FALSE,FALSE,FALSE
Cabozantinib,0.1,9,FALSE,TRUE,TRUE,TRUE
WZ3105,0.1,5,FALSE,FALSE,FALSE,FALSE
XMD14-99,0.1,3,FALSE,FALSE,FALSE,FALSE
Quizartinib,0.1,1,FALSE,FALSE,TRUE,TRUE
CP724714,0.1,1,TRUE,TRUE,FALSE,TRUE
JW-7-24-1,0.1,1,FALSE,FALSE,TRUE,TRUE
NPK76-II-72-1,0.1,1,FALSE,FALSE,FALSE,FALSE
NG-25,0.1,2,FALSE,FALSE,FALSE,FALSE
TL-1-85,0.1,2,FALSE,FALSE,FALSE,FALSE
VX-11e,0.1,1,FALSE,FALSE,FALSE,FALSE
FR-180204,0.1,2,FALSE,FALSE,FALSE,FALSE
Tubastatin A,0.1,3,FALSE,FALSE,FALSE,FALSE
Sepantronium bromide,0.1,1,FALSE,FALSE,FALSE,FALSE
NSC-207895,0.1,1,FALSE,FALSE,FALSE,FALSE
VNLG/124,0.1,1,FALSE,FALSE,FALSE,FALSE
AR-42,0.1,1,FALSE,FALSE,FALSE,FALSE
CUDC-101,0.1,2,FALSE,FALSE,FALSE,FALSE
Belinostat,0.1,1,FALSE,FALSE,TRUE,TRUE
I-BET-762,0.1,3,FALSE,FALSE,FALSE,FALSE
CAY10603,0.1,2,FALSE,FALSE,FALSE,FALSE
Linifanib,0.1,6,FALSE,FALSE,TRUE,TRUE
BIX02189,0.1,2,FALSE,FALSE,FALSE,FALSE
Alectinib,0.1,1,FALSE,TRUE,FALSE,TRUE
Pelitinib,0.1,1,TRUE,TRUE,TRUE,TRUE
Omipalisib,0.1,2,FALSE,FALSE,FALSE,FALSE
KIN001-236,0.1,2,FALSE,FALSE,FALSE,FALSE
KIN001-244,0.1,1,FALSE,FALSE,FALSE,FALSE
WHI-P97,0.1,1,FALSE,FALSE,FALSE,FALSE
KIN001-260,0.1,1,FALSE,FALSE,FALSE,FALSE
KIN001-266,0.1,1,FALSE,FALSE,FALSE,FALSE
Masitinib,0.1,3,FALSE,FALSE,FALSE,FALSE
Amuvatinib,0.1,3,FALSE,FALSE,FALSE,FALSE
MPS-1-IN-1,0.1,1,FALSE,FALSE,FALSE,FALSE
NVP-BHG712,0.1,4,TRUE,TRUE,TRUE,TRUE
OSI-930,0.1,2,TRUE,TRUE,TRUE,TRUE
OSI-027,0.1,1,FALSE,FALSE,FALSE,FALSE
PHA-793887,0.1,3,FALSE,FALSE,FALSE,FALSE
PI-103,0.1,5,FALSE,FALSE,FALSE,FALSE
SB52334,0.1,1,FALSE,FALSE,TRUE,TRUE
TPCA-1,0.1,1,FALSE,FALSE,FALSE,FALSE
Fedratinib,0.1,1,TRUE,FALSE,TRUE,TRUE
WIKI4,0.1,1,FALSE,FALSE,FALSE,FALSE
Y-39983,0.1,1,FALSE,FALSE,FALSE,FALSE
YM201636,0.1,1,FALSE,FALSE,FALSE,FALSE
Tivozanib,0.1,5,TRUE,FALSE,TRUE,TRUE
GSK690693,0.1,3,FALSE,FALSE,FALSE,FALSE
QL-XI-92,0.1,1,FALSE,FALSE,FALSE,FALSE
XMD13-2,0.1,1,FALSE,FALSE,FALSE,FALSE
QL-X-138,0.1,1,FALSE,FALSE,FALSE,FALSE
XMD15-27,0.1,1,FALSE,FALSE,FALSE,FALSE
T0901317,0.1,2,FALSE,FALSE,FALSE,FALSE
Selisistat,0.1,1,FALSE,FALSE,FALSE,FALSE
THZ-2-49,0.1,1,FALSE,FALSE,FALSE,FALSE
KIN001-270,0.1,1,FALSE,FALSE,FALSE,FALSE
Camptothecin,0.1,1,FALSE,FALSE,FALSE,FALSE
Gefitinib,0.1,1,TRUE,TRUE,TRUE,TRUE
Navitoclax,0.1,3,TRUE,TRUE,TRUE,TRUE
Nilotinib,0.1,1,FALSE,FALSE,FALSE,FALSE
Refametinib_repl_1014,0.1,2,TRUE,TRUE,TRUE,TRUE
CI-1040,0.1,2,TRUE,TRUE,TRUE,TRUE
Temsirolimus,0.1,1,TRUE,FALSE,TRUE,TRUE
Olaparib_repl_1017,0.1,2,FALSE,FALSE,FALSE,FALSE
Veliparib,0.1,2,FALSE,FALSE,FALSE,FALSE
Bosutinib,0.1,3,FALSE,FALSE,FALSE,FALSE
Lenalidomide,0.1,1,FALSE,FALSE,FALSE,FALSE
Axitinib,0.1,3,FALSE,FALSE,TRUE,TRUE
AZD7762,0.1,2,TRUE,TRUE,FALSE,TRUE
GW441756,0.1,1,FALSE,FALSE,FALSE,FALSE
SNX-2112,0.1,1,FALSE,FALSE,FALSE,FALSE
THZ-2-102-1,0.1,1,TRUE,FALSE,FALSE,FALSE
SB216763,0.1,2,FALSE,FALSE,FALSE,FALSE
Erlotinib,0.1,1,FALSE,FALSE,FALSE,FALSE
Rapamycin,0.1,1,FALSE,FALSE,TRUE,TRUE
Sunitinib,0.1,6,TRUE,TRUE,TRUE,TRUE
PHA-665752,0.1,1,FALSE,FALSE,FALSE,FALSE
MG-132,0.1,1,FALSE,TRUE,FALSE,TRUE
Cyclopamine,0.1,1,FALSE,FALSE,FALSE,FALSE
AZ628,0.1,1,TRUE,FALSE,FALSE,FALSE
Sorafenib,0.1,4,FALSE,FALSE,FALSE,FALSE
Tozasertib,0.1,3,FALSE,FALSE,FALSE,FALSE
Imatinib,0.1,3,FALSE,FALSE,TRUE,TRUE
NVP-TAE684,0.1,1,TRUE,FALSE,FALSE,FALSE
Crizotinib,0.1,3,FALSE,TRUE,FALSE,TRUE
Saracatinib,0.1,2,FALSE,FALSE,TRUE,TRUE
S-Trityl-L-cysteine,0.1,1,FALSE,FALSE,FALSE,FALSE
Z-LLNle-CHO,0.1,1,FALSE,FALSE,FALSE,FALSE
Dasatinib,0.1,5,FALSE,FALSE,TRUE,TRUE
GNF-2,0.1,1,TRUE,FALSE,TRUE,TRUE
CGP-60474,0.1,6,FALSE,FALSE,FALSE,FALSE
CGP-082996,0.1,1,FALSE,FALSE,FALSE,FALSE
A-770041,0.1,2,FALSE,FALSE,FALSE,FALSE
WH-4-023,0.1,2,FALSE,FALSE,FALSE,FALSE
WZ-1-84,0.1,1,FALSE,FALSE,FALSE,FALSE
BI-2536,0.1,3,FALSE,FALSE,FALSE,FALSE
BMS-536924_repl_62,0.1,2,FALSE,FALSE,FALSE,FALSE
BMS-509744,0.1,1,FALSE,FALSE,FALSE,FALSE
