"drug","mse_en","mse_dsen","mse_tglasso","pct_improvement_dsen","pct_improvement_tglasso","winner"
"Veliparib",0.000425801512026815,0.000421952256820796,0.000439604953362215,0.904002239845642,-3.2417548894309,"DSEN"
"Bosutinib",0.00894622468726361,0.00804999129853376,0.0095637617303553,10.018006701819,-6.90276697354643,"DSEN"
"Lenalidomide",0.000981899590738237,0.000981622711024487,0.00101816355819295,0.02819837347542,-3.69324600975219,"DSEN"
"Axitinib",0.00686571293328049,0.00636415167288916,0.0081277699465963,7.3053048571269,-18.3820242060833,"DSEN"
"AZD7762",0.0258540400892153,0.0236168680833058,0.0322962455192455,8.65308477201097,-24.9175966611017,"DSEN"
"GW441756",0.00503185807927945,0.00499970661312224,0.00505185249661196,0.638958127408361,-0.397356543397833,"DSEN"
"Lestauritinib",0.0286275419392055,0.0268806506019054,0.0357854448332184,6.10213528290296,-25.003553952392,"DSEN"
"SNX-2112",0.0531887960529019,0.0469316006442209,0.0692317221384665,11.7641230353429,-30.1622282813249,"DSEN"
"THZ-2-102-1",0.0705808360629076,0.0652282378212832,0.0879145986231966,7.58364244488931,-24.5587379339623,"DSEN"
"SB216763",0.000691454860642289,0.00068130835347933,0.00073599433497366,1.46741425080646,-6.44141459791006,"DSEN"
"Erlotinib",0.00378240671366121,0.00381195332178906,0.00427975790545641,-0.781158938332424,-13.1490669683638,"EN"
"Rapamycin",0.0455823438005854,0.044040236388504,0.0547643939360369,3.38312443701412,-20.1438745133891,"DSEN"
"Sunitinib",0.0220516785214619,0.0191266172663737,0.0296003274753159,13.2645741785206,-34.2316297895747,"DSEN"
"PHA-665752",0.00138612221185996,0.0013617812093473,0.00140418293496836,1.75605024610335,-1.30296758495525,"DSEN"
"MG-132",0.0146231863149554,0.0134031490254026,0.0165876637673452,8.34316997182102,-13.4339904455754,"DSEN"
"Paclitaxel",0.0345517684515201,0.0335077425586086,0.0375089583440474,3.02162795046623,-8.55872224507569,"DSEN"
"Cyclopamine",0.00146375899315558,0.00145625848884222,0.00160782404426859,0.512413884282306,-9.84212918838734,"DSEN"
